id,code,name,address,prefecture,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
284.0,0213018,なるせとみこレディースクリニック,〒965－0024,会津若松市白虎一丁目１番地の４,0242-37-7851,医療法人　ハナミズキ　理事長　鳴瀬　都美子,鳴瀬　都美子,平17. 10. 1 / 組織変更 / 令5. 10. 1,婦　内,診療所 / 現存,,,,,,,,,,,,,,
285.0,0213042,いとう内科消化器科クリニック,〒965－0841,会津若松市門田町日吉字笊籬田２７－１,0242-38-3733,医療法人信知会　理事長　伊藤　信市,伊藤　信市,平18. 5. 1 / 組織変更 / 令6. 5. 1,内　消,診療所 / 現存,,,,,,,,,,,,,,
286.0,0213067,あみウイメンズクリニック,〒965－0009,会津若松市八角町４－２１,0242-37-1456,医療法人　あみウイメンズクリニック　理事長　阿美　雅文,阿美　雅文,平18. 10. 1 / 組織変更 / 令6. 10. 1,婦,診療所 / 現存,,,,,,,,,,,,,,
287.0,0213109,医療法人　耳鼻咽喉科　鈴木医院,〒965－0877,会津若松市西栄町１０－１４,0242-28-3387,医療法人耳鼻咽喉科鈴木医院　理事長　鈴木　伸,鈴木　伸,平21. 4. 1 / 組織変更 / 令3. 4. 1,耳い,診療所 / 現存,,,,,,,,,,,,,,
288.0,0213117,会津若松市夜間急病センター,〒965－0876,会津若松市山鹿町１－２２,0242-28-1199,会津若松市長　室井　照平,矢吹　孝志,平22. 4. 1 / 移動 / 令4. 4. 1,小　内　外,診療所 / 現存,,,,,,,,,,,,,,
289.0,0213125,会津けやき眼科,〒965－0849,会津若松市幕内南町９番１０号ＭＥＧＡドン・キホーテＵＮＹ会津若松店１階,0242-28-2331,大井　力,大井　力,平22. 9. 1 / 新規 / 令4. 9. 1,眼,診療所 / 現存,,,,,,,,,,,,,,
290.0,0213141,五十嵐整形外科ペインクリニック,〒965－0807,会津若松市城東町６－１０,0242-36-5501,五十嵐　章,五十嵐　章,平23. 6. 1 / 新規 / 令5. 6. 1,整外　リウ　リハ,診療所 / 現存,,,,,,,,,,,,,,
291.0,0213158,力神堂ひぐち眼科,〒965－0038,会津若松市昭和町２－２０,0242-37-2977,医療法人力神堂　理事長　樋口　洋子,樋口　洋子,平23. 6. 1 / 組織変更 / 令5. 6. 1,眼,診療所 / 現存,,,,,,,,,,,,,,
292.0,0213166,あなざわクリニック,〒965－0824,会津若松市北青木１－２４,0242-29-2155,穴澤　丈郎,穴澤　丈郎,平24. 1. 5 / 新規 / 令6. 1. 5,内　循,診療所 / 現存,,,,,,,,,,,,,,
293.0,0213174,会津クリニック,〒965－0853,会津若松市材木町１－４－４,0242-38-1150,医療法人　癒水会　理事長　玉木　信,玉木　信,平24. 9. 3 / 移動 / 令6. 9. 3,内　ひ,診療所 / 現存,,,,,,,,,,,,,,
294.0,0213208 / (0231826),公立大学法人　福島県立医科大学会津医療センター附属病院,〒969－3492,会津若松市河東町谷沢字前田２１番地２,0242-75-2100,公立大学法人福島県立医科大学　理事長兼学長　竹之下　誠一,横山　斉,平25. 5. 12 / 交代 / 令7. 5. 12,一般　　    204 / 一般（感染） / 8 / 結核　　     14 / 内　循　消　感染症・呼吸器内科　神内　外　整外　眼　皮　ひ　耳い　精　放　麻　病理　歯　リハ　心外　呼外　大腸肛門外科　糖尿病・内分泌代謝・腎臓内科　漢方内科　緩和ケア内科　血液内科　小腸・大腸内科,病院 / 現存,,,,,,,,,,,,,,
295.0,0213216,小野木クリニック,〒965－0853,会津若松市材木町二丁目５番２０号,0242-26-5533,小野木　仁,小野木　仁,平26. 1. 22 / 交代 / 令2. 1. 22,内　整外　外　消　こう　リハ　内分泌内科,診療所 / 現存,,,,,,,,,,,,,,
296.0,0213232,やまうち整形外科クリニック,〒965－0818,会津若松市東千石１丁目４番７号,0242-85-7442,医療法人　やまうち整形外科クリニック　理事長　山内　一矢,山内　一矢,平27. 10. 1 / 組織変更 / 令3. 10. 1,整外　リハ,診療所 / 現存,,,,,,,,,,,,,,
297.0,0213257,かべや耳鼻咽喉科,〒965－0817,会津若松市千石町９番２０号,0242-24-4133,医療法人かべや耳鼻咽喉科　理事長　壁谷　雅之,壁谷　雅之,平29. 10. 1 / 組織変更 / 令5. 10. 1,耳い,診療所 / 現存,,,,,,,,,,,,,,
298.0,0213273,つるが松窪病院,〒965－0006,会津若松市一箕町大字鶴賀字苅林３９番地１,0242-33-3366,一般財団法人温知会　理事長　南　嘉輝,古月　顕宗,平31. 4. 1 / 交代 / 令7. 4. 1,精神　　     70 / 精　リハ　内　神内,病院 / 現存,,,,,,,,,,,,,,
299.0,0213299,医療法人社団新生会　佐藤医院,〒965－0877,会津若松市西栄町３番１５号,0242-26-3515,医療法人社団　新生会　理事長　佐藤　誠治,佐藤　誠治,令2. 12. 1 / 移動 / 令2. 12. 1,内科　小児科,診療所 / 現存,,,,,,,,,,,,,,
300.0,0213307,会津こころと脳のクリニック,〒965－0840,会津若松市飯寺南三丁目５番１号,0242-85-7037,後藤　大介,後藤　大介,令3. 4. 1 / 新規 / 令3. 4. 1,精神科　心療内科,診療所 / 現存,,,,,,,,,,,,,,
301.0,0213323,やまみこどもクリニック,〒965－0020,会津若松市山見二丁目８番地の８,0242-23-4115,医療法人清信会　理事長　澁川　靖子,澁川　靖子,令3. 10. 1 / 組織変更 / 令3. 10. 1,小　アレ,診療所 / 現存,,,,,,,,,,,,,,
302.0,0213349,あいづ脳神経内科クリニック,〒965－0058,会津若松市町北町大字中沢字新田２７番地１,0242-23-9333,加藤　正義,加藤　正義,令6. 3. 1 / 新規 / 令6. 3. 1,内　脳内,診療所 / 現存,,,,,,,,,,,,,,
303.0,0213356,こばり耳鼻咽喉科クリニック,〒965－0801,会津若松市宮町６番７号,0242-29-0800,医療法人社団こばりクリニック　理事長　小針　啓生,小針　啓生,令6. 5. 1 / 移動 / 令6. 5. 1,耳い,診療所 / 現存,,,,,,,,,,,,,,
304.0,0213364,清田内科循環器クリニック,〒965－0039,会津若松市白虎二丁目４番地の４,0242-85-6881,医療法人清田内科循環器クリニック　理事長　清田　寛,清田　寛,令6. 10. 1 / 組織変更 / 令6. 10. 1,内　循環器内科,診療所 / 現存,,,,,,,,,,,,,,
305.0,0213372,渋川クリニック,〒965－0020,会津若松市山見二丁目７－６、７、８、９、１０,0242-23-7022,医療法人清信会　理事長　澁川　靖子,澁川　悟朗,令7. 4. 1 / 新規 / 令7. 4. 1,消化器内科　内,診療所 / 現存,,,,,,,,,,,,,,
306.0,0213380,こしいしクリニック,〒965－0042,会津若松市大町一丁目２番２０号,0242-33-6100,医療法人ＫＭＣ　理事長　輿石　直樹,輿石　直樹,令7. 4. 1 / 組織変更 / 令7. 4. 1,内　外　消化器内科　肛門外科,診療所 / 現存,,,,,,,,,,,,,,
307.0,0310525,医療法人郡山病院,〒963－8005,郡山市清水台２－７－４,024-932-0107,医療法人郡山病院　理事長　佐藤　光一,佐藤　光一,昭32. 8. 30 / 令5. 9. 1,療養　　     41 / 内　呼　循　消　眼　皮,病院 / 現存,,,,,,,,,,,,,,
308.0,0310558 / (0331493),針生ヶ丘病院,〒963－0201,郡山市大槻町字天正坦１１,024-932-0201,公益財団法人金森和心会　理事長　金森　良,金森　良,昭32. 8. 30 / 令4. 8. 30,精神　　    407 / 精　心内　内　歯　歯外,病院 / 現存,,,,,,,,,,,,,,
309.0,0310640 / (0334653),公益財団法人　湯浅報恩会　寿泉堂香久山病院,〒963－8833,郡山市香久池一丁目１８－１１,024-932-6368,公益財団法人　湯浅報恩会　理事長　湯浅　大郎,柴　信行,昭33. 8. 1 / 新規 / 令6. 8. 1,一般　　     51 / 療養　　    148 / 内　呼内　リハ　整外　脳外　歯外　循,病院 / 現存,,,,,,,,,,,,,,
310.0,0310822 / (0331923),福島県総合療育センター,〒963－8041,郡山市富田町字上ノ台４－１,024-951-0250,福島県知事　内堀　雅雄,森田　浩之,昭38. 6. 1 / 新規 / 令5. 9. 1,一般　　     90 / 整外　小　精　ひ　眼　耳い　歯　リハ,病院 / 現存,,,,,,,,,,,,,,
311.0,0310947 / (0330719),一般財団法人太田綜合病院附属太田熱海病院,〒963－1383,郡山市熱海町熱海５－２４０,024-984-0088,一般財団法人太田綜合病院　理事長　太田　善雄,丹治　雅博,昭32. 7. 1 / 令5. 9. 1,一般　　    351 / 療養　　     48 / 内　脳内　呼内　消　循　アレ　リウ　外　こう　整外　形外　美外　脳外　心外　呼外　皮　婦　眼　耳い　リハ　放　麻　精　歯　糖尿病内科　ひ　泌尿器科（人工透析）,病院 / 現存,,,,,,,,,,,,,,
312.0,0311184 / (0331006),社会医療法人あさかホスピタル,〒963－0198,郡山市安積町笹川字経坦４５,024-945-1701,社会医療法人あさかホスピタル　理事長　佐久間　啓,水野　雅文,昭39. 4. 1 / 新規 / 令6. 4. 1,精神　　    470 / 内　神内　心内　脳外　精　放　歯　小歯　矯歯　児童精神科,病院 / 現存,,,,,,,,,,,,,,
313.0,0312166,三浦医院,〒963－8002,郡山市駅前二丁目７－４,024-932-0271,三浦　秀士,三浦　秀士,昭48. 7. 1 / 新規 / 令6. 7. 1,内,診療所 / 現存,,,,,,,,,,,,,,
314.0,0312299,金屋診療所,〒963－0725,郡山市田村町金屋字上川原１１７,024-944-0020,宗像　英子,宗像　英子,昭50. 6. 1 / 新規 / 令5. 9. 1,内　小　皮,診療所 / 休止,,,,,,,,,,,,,,
315.0,0312356 / (0331501),一般財団法人太田綜合病院附属太田西ノ内病院,〒963－8558,郡山市西ノ内２－５－２０,024-925-1188,一般財団法人太田綜合病院　理事長　太田　善雄,髙橋　皇基,昭50. 10. 7 / 新規 / 令5. 10. 7,一般　　    895 / 精神　　     50 / 内　精　脳内　呼　消　循　小　外　整外　形外　美外　脳外　呼外　心外　小外　皮　ひ　こう　産婦　眼　耳い　気食　リハ　放　麻　心内　リウ　アレ　歯　矯歯　小歯　歯外　病理　透析　糖尿病内科、腎臓内科、血液内科、感染症内科,病院 / 現存,,,,,,,,,,,,,,
316.0,0312414,医療法人明信会今泉眼科病院,〒963－8877,郡山市堂前町２０－９,024-922-0665,医療法人明信会　理事長　今泉　信一郎,今泉　公宏,昭51. 5. 1 / 新規 / 令6. 5. 1,一般　　     60 / 眼,病院 / 現存,,,,,,,,,,,,,,
317.0,0312463,佐藤胃腸科外科病院,〒963－8834,郡山市図景一丁目４－６,024-922-3800,医療法人佐藤胃腸病院　理事長　佐藤　実,佐藤　実,昭52. 3. 23 / 移動 / 令4. 3. 23,一般　　    120 / 胃　内　消　外　こう,病院 / 現存,,,,,,,,,,,,,,
318.0,0312802,桑野協立病院,〒963－8034,郡山市島２－９－１８,024-933-5422,郡山医療生活協同組合　理事長　坪井　正夫,坪井　正夫,昭55. 10. 1 / 新規 / 令4. 10. 1,一般　　     64 / 療養　　     40 / 内　消化器内科　循環器内科　呼内　整外　眼　リウ　麻　皮　リハ　小　糖尿病内科　ペインクリニック外科,病院 / 現存,,,,,,,,,,,,,,
319.0,0312943,医療法人　明信会　今泉西病院,〒963－8024,郡山市朝日２－１８－８,024-934-1515,医療法人明信会　理事長　今泉　信一郎,福田　茂,昭57. 4. 1 / 新規 / 令6. 4. 1,一般　　    116 / 療養　　     42 / 内　消　循　外　肛門外科　整外　皮　眼　リハ　心内　麻　精,病院 / 現存,,,,,,,,,,,,,,
320.0,0313099,医療法人慈繁会付属田村診療所,〒963－1154,郡山市田村町岩作字穂多礼２１８,024-955-3128,医療法人慈繁会　理事長　土屋　繁之,土屋　繁之,昭59. 4. 1 / 移動 / 令5. 9. 1,内　外　整外　小　形外　循,診療所 / 現存,,,,,,,,,,,,,,
321.0,0313149,佐藤眼科医院,〒963－0105,郡山市安積町長久保３－１５－１２,024-947-0221,佐藤　昌保,佐藤　昌保,昭60. 4. 11 / 新規 / 令6. 4. 11,眼,診療所 / 現存,,,,,,,,,,,,,,
322.0,0313172 / (0331840),公益財団法人　星総合病院　星ケ丘病院,〒963－0211,郡山市片平町字北三天７,024-952-6411,公益財団法人星総合病院　理事長　星　北斗,竹内　賢,昭60. 11. 1 / 移動 / 令6. 11. 1,精神　　    555 / 精　神　心内　内　リハ　歯,病院 / 現存,,,,,,,,,,,,,,
323.0,0313198 / (0331857),奥羽大学歯学部附属病院,〒963－8041,郡山市富田町字三角堂３１－１,024-932-8931,学校法人晴川学舎　理事長　大桶　志延,鈴木　史彦,昭60. 12. 1 / 新規 / 令3. 12. 1,一般　　     22 / 歯　矯歯　小歯　歯外　内,病院 / 現存,,,,,,,,,,,,,,
324.0,0313263,医療法人創流会朝日病院,〒963－8024,郡山市朝日３－８－２,024-922-7527,医療法人創流会　理事長　力丸　裕人,力丸　裕人,昭62. 1. 1 / 組織変更 / 令5. 1. 1,一般　　     30 / ひ　内　消化器内科　透析　外　肛門内科・外科　内視鏡内科　腎臓内科　血管外科,病院 / 現存,,,,,,,,,,,,,,
325.0,0313271,古川産婦人科,〒963－8871,郡山市本町２－１０－１１,024-922-1155,医療法人宣誠会　理事長　隅越　かつ子,隅越　かつ子,昭62. 1. 1 / 組織変更 / 令5. 1. 1,一般　　     19 / 産婦,診療所 / 現存,,,,,,,,,,,,,,
326.0,0313289,医療法人宮田泌尿器科,〒963－0105,郡山市安積町長久保１－４－２,024-945-8101,医療法人宮田泌尿器科　理事長　宮田　宏洋,宮田　宏洋,昭62. 1. 1 / 組織変更 / 令5. 1. 1,ひ　こう,診療所 / 現存,,,,,,,,,,,,,,
327.0,0313313,医療法人チルドレンクリニック,〒963－0201,郡山市大槻町二本木１２－１,024-952-3721,医療法人チルドレンクリニック　理事長　加藤　道雄,加藤　道雄,昭62. 4. 1 / 組織変更 / 令5. 9. 1,小　アレ,診療所 / 現存,,,,,,,,,,,,,,
328.0,0313354,医療法人　侑心会　小玉耳鼻咽喉科,〒963－0206,郡山市中野１－２３,024-952-3638,医療法人侑心会　理事長　小玉　直志,小玉　直志,昭63. 1. 1 / 組織変更 / 令6. 1. 1,耳い,診療所 / 現存,,,,,,,,,,,,,,
329.0,0313362,医療法人佐々木医院,〒963－8046,郡山市町東１－１９６,024-952-3661,医療法人佐々木医院　理事長　安　由希,武藤　満,昭63. 1. 1 / 組織変更 / 令6. 1. 1,内　神内　循　外　リハ　麻,診療所 / 現存,,,,,,,,,,,,,,
330.0,0313388,医療法人慈慧会　安積整形外科,〒963－0107,郡山市安積３－３４７,024-945-1191,医療法人慈慧会　安積整形外科　理事長　武川　幸男,武川　幸男,昭63. 1. 1 / 組織変更 / 令6. 1. 1,整外　リハ　麻　リウ　内　形外　美外,診療所 / 現存,,,,,,,,,,,,,,
331.0,0313412,岡崎バースクリニック,〒963－0107,郡山市安積２－３３５,024-945-8080,医療法人エイレイテュイア　理事長　岡﨑　隆行,岡﨑　隆行,昭63. 4. 1 / 組織変更 / 令6. 4. 1,一般　　     19 / 産　婦　内　小,診療所 / 現存,,,,,,,,,,,,,,
332.0,0313586 / (0332699),一般財団法人　脳神経疾患研究所附属総合南東北病院,〒963－8563,郡山市八山田７丁目１１５,024-934-5322,一般財団法人　脳神経疾患研究所　理事長　渡邉　貞義,紺野　慎一,平元. 4. 1 / 交代 / 令4. 4. 1,一般　　    458 / 一般（感染） / 3 / 脳外　外　整外　心外　形外　呼外　麻　内　脳内　病理　循環器内科　呼内　小　ひ　皮　リハ　歯　歯外　放射線科　放射線診断科　放射線治療科　耳い　眼　アレ　精　産婦　矯歯　救急科　消化器外科　消化器内科　緩和ケア内科　リウ　血液内科,病院 / 現存,,,,,,,,,,,,,,
333.0,0313628,医療法人社団　添田整形外科,〒963－8041,郡山市富田町字町畑２４番地３,024-951-0870,医療法人社団添田整形外科　理事長　添田　勝教,添田　哲也,平元. 9. 1 / 組織変更 / 令4. 9. 1,整外　リハ　リウ　内,診療所 / 現存,,,,,,,,,,,,,,
334.0,0313636,医療法人桜井産婦人科医院,〒963－8014,郡山市虎丸町２３－１８,024-932-1637,医療法人桜井産婦人科医院　理事長　桜井　秀,桜井　秀,平元. 9. 1 / 組織変更 / 令4. 9. 1,産　婦,診療所 / 現存,,,,,,,,,,,,,,
335.0,0313644,石橋医院,〒963－8002,郡山市駅前１－１４－１６,024-922-2882,医療法人石橋医院　理事長　石橋　啓,石橋　啓,平元. 12. 1 / 組織変更 / 令4. 12. 1,ひ　皮　腎臓内科,診療所 / 現存,,,,,,,,,,,,,,
336.0,0313651,医療法人　星富久山医院,〒963－8071,郡山市富久山町久保田字久保田９１－１,024-932-1608,医療法人星富久山医院　理事長　星　雄一郎,星　誠一郎,平2. 1. 1 / 組織変更 / 令5. 1. 1,循環器内科　内,診療所 / 現存,,,,,,,,,,,,,,
337.0,0313669,医療法人社団大野医院,〒963－8833,郡山市香久池２－１１－８,024-933-9628,医療法人社団大野医院　理事長　大野　雅子,大野　雅子,平2. 1. 1 / 組織変更 / 令5. 1. 1,内　消　リハ,診療所 / 現存,,,,,,,,,,,,,,
338.0,0313677,医療法人森藤医院,〒963－0534,郡山市日和田町字山ノ井２,024-958-4567,医療法人森藤医院　理事長　森藤　通隆,森藤　通隆,平2. 1. 1 / 組織変更 / 令5. 1. 1,内　胃　小　外　皮　ひ,診療所 / 現存,,,,,,,,,,,,,,
339.0,0313719,医療法人海野医院,〒963－8046,郡山市町東３－１００,024-952-5738,医療法人　海野医院　理事長　海野　政治,海野　政治,平2. 1. 1 / 組織変更 / 令5. 1. 1,内　胃　循　小,診療所 / 現存,,,,,,,,,,,,,,
340.0,0313784,医療法人社団根本内科医院,〒963－0725,郡山市田村町金屋字マセ口４０－２,024-944-6476,医療法人社団根本内科医院　理事長　根本　敏男,根本　敏男,平2. 11. 1 / 組織変更 / 令5. 11. 1,内　胃　循,診療所 / 現存,,,,,,,,,,,,,,
341.0,0313800,医療法人長谷川整形外科医院,〒963－8861,郡山市鶴見坦２－４－２４,024-933-1610,医療法人長谷川整形外科医院　理事長　長谷川　俊一,長谷川　雅一,平2. 11. 1 / 組織変更 / 令5. 11. 1,一般　　     19 / 整外　リハ,診療所 / 現存,,,,,,,,,,,,,,
342.0,0313818,医療法人長岐医院,〒963－8862,郡山市菜根３－１９－９,024-922-9415,医療法人長岐医院　理事長　長岐　雅俊,長岐　雅俊,平2. 11. 1 / 組織変更 / 令5. 11. 1,呼内　内　循環器内科　胃,診療所 / 現存,,,,,,,,,,,,,,
343.0,0313826,医療法人渡辺医院,〒963－0108,郡山市笹川２－２０３,024-945-1477,医療法人　渡辺医院　理事長　渡辺　喜人,渡辺　喜人,平2. 11. 1 / 組織変更 / 令5. 11. 1,内　消　循　内視鏡内科,診療所 / 現存,,,,,,,,,,,,,,
344.0,0313834,医療法人浅木整形外科医院,〒963－8071,郡山市富久山町久保田字金堀田４０－２,024-923-6543,医療法人浅木整形外科医院　理事長　浅木　成樹,浅木　成樹,平2. 11. 1 / 組織変更 / 令5. 11. 1,整外　リウ　リハ,診療所 / 現存,,,,,,,,,,,,,,
345.0,0313883,医療法人杏和会今村ホームクリニック,〒963－8023,郡山市緑町４－１２,024-922-8999,医療法人杏和会　理事長　今村　仁治,今村　仁治,平3. 2. 1 / 組織変更 / 令6. 2. 1,内　循　消　アレ,診療所 / 現存,,,,,,,,,,,,,,
346.0,0313974,相楽眼科,〒963－0201,郡山市大槻町字西ノ宮西８１－２,024-961-5115,相楽　正夫,相楽　正夫,平3. 8. 1 / 新規 / 令6. 8. 1,眼,診療所 / 現存,,,,,,,,,,,,,,
347.0,0314006,中町耳鼻咽喉科クリニック,〒963－8004,郡山市中町１４－１７,024-939-3387,医療法人中町耳鼻咽喉科クリニック　理事長　山田　善一,山田　善一,平3. 11. 1 / 組織変更 / 令6. 11. 1,耳い,診療所 / 現存,,,,,,,,,,,,,,
348.0,0314048,公益財団法人郡山市健康振興財団診療所,〒963－8024,郡山市朝日２－１５－１,024-924-2911,公益財団法人郡山市健康振興財団　理事長　永久保　利弥,鈴木　英子,平4. 1. 1 / 新規 / 令4. 1. 1,内　外　婦,診療所 / 現存,,,,,,,,,,,,,,
349.0,0314113,医療法人酒井クリニック,〒963－0105,郡山市安積町長久保３－１４－３,024-945-2855,医療法人酒井クリニック　理事長　酒井　徹,酒井　徹,平4. 11. 1 / 組織変更 / 平28. 11. 1,一般　　      2 / 内　胃　循,診療所 / 休止,,,,,,,,,,,,,,
350.0,0314170,郡山整形外科・リハビリテーション科,〒963－0207,郡山市鳴神３－１１０,024-961-3338,医療法人藹グループ　理事長　髙橋　一朗,髙橋　一朗,平5. 2. 1 / 組織変更 / 令5. 2. 1,一般　　     19 / 整外　リハ　リウ,診療所 / 現存,,,,,,,,,,,,,,
351.0,0314188,医療法人三橋内科胃腸科クリニック,〒963－0201,郡山市大槻町字北ノ林２７－２,024-951-2455,医療法人三橋内科胃腸科クリニック　理事長　三橋　孝宏,三橋　孝宏,平5. 2. 1 / 組織変更 / 令5. 2. 1,内　胃　消　循,診療所 / 現存,,,,,,,,,,,,,,
352.0,0314212,朝田クリニック,〒963－8071,郡山市富久山町久保田愛宕２３,024-921-1866,朝田　農夫雄,朝田　農夫雄,平5. 3. 1 / 新規 / 令5. 3. 1,内　外　小　ひ,診療所 / 現存,,,,,,,,,,,,,,
353.0,0314253,ささうち内科クリニック,〒963－8071,郡山市富久山町久保田字久保田１１２,024-933-8667,医療法人恕心会　理事長　笹内　清司,笹内　清司,平5. 4. 1 / 組織変更 / 令5. 9. 1,内　小,診療所 / 現存,,,,,,,,,,,,,,
354.0,0314261,根本医院,〒963－1246,郡山市田村町谷田川字北表４５,024-955-3113,医療法人高義会　理事長　根本　久高,根本　久高,平5. 4. 1 / 組織変更 / 令5. 9. 1,内　眼　循　胃　糖尿病内科,診療所 / 現存,,,,,,,,,,,,,,
355.0,0314311,医療法人永岡医院,〒963－8071,郡山市富久山町久保田字上野１７－１,024-922-2818,医療法人永岡医院　理事長　永岡　哲郎,永岡　哲郎,平5. 4. 12 / 移動 / 令5. 9. 1,内　胃腸内科　漢方内科　内視鏡内科,診療所 / 現存,,,,,,,,,,,,,,
356.0,0314386,植松医院,〒963－0201,郡山市大槻町字六角北３０－１１,024-952-6755,植松　郁之進,植松　郁之進,平6. 4. 1 / 新規 / 令6. 4. 1,内　胃　外　整外,診療所 / 現存,,,,,,,,,,,,,,
357.0,0314428,医療法人　菁莪堂栗山医院,〒963－8851,郡山市開成２－２３－２３,024-923-5038,医療法人　菁莪堂　理事長　栗山　元樹,栗山　元樹,平6. 4. 1 / 組織変更 / 令6. 4. 1,内　消　外,診療所 / 現存,,,,,,,,,,,,,,
358.0,0314436,医療法人桜クリニック,〒963－8845,郡山市名倉２４－１,024-946-9933,医療法人桜クリニック　理事長　工藤　信一,工藤　信一,平6. 5. 1 / 組織変更 / 令6. 5. 1,内　呼　胃　循　小　リハ,診療所 / 現存,,,,,,,,,,,,,,
359.0,0314444,二瓶医院,〒963－1522,郡山市湖南町三代字御代１２５０,024-982-2556,二瓶　節雄,二瓶　節雄,平6. 5. 21 / 交代 / 令6. 5. 21,内　小,診療所 / 現存,,,,,,,,,,,,,,
360.0,0314535,中村脳神経外科クリニック,〒963－8875,郡山市池ノ台７－２４コーセーレジデンス１０１,024-939-3001,中村　信之,中村　信之,平7. 4. 1 / 新規 / 令4. 4. 1,脳外　神内　内　リハ,診療所 / 現存,,,,,,,,,,,,,,
361.0,0314543,医療法人　半田整形外科,〒963－8061,郡山市富久山町福原字鳴伊賀６２－１,024-921-6660,医療法人半田整形外科　理事長　半田　詔一,半田　詔一,平7. 4. 1 / 組織変更 / 令4. 4. 1,整外　内　形外　リハ,診療所 / 現存,,,,,,,,,,,,,,
362.0,0314550,池田内科医院,〒963－0111,郡山市安積町荒井字下北井前４３－５,024-946-3251,医療法人池田内科医院　池田　良彦,池田　良彦,平7. 5. 1 / 組織変更 / 令4. 5. 1,内　循　小,診療所 / 現存,,,,,,,,,,,,,,
363.0,0314600,山田内科クリニック,〒963－8851,郡山市開成２－７－８,024-933-7502,山田　善美,山田　善美,平7. 12. 1 / 新規 / 令4. 12. 1,内　循　小,診療所 / 現存,,,,,,,,,,,,,,
364.0,0314626,うじいえ内科クリニック,〒963－0201,郡山市大槻町字広町２６－７,024-961-7888,医療法人　うじいえ内科クリニック　理事長　氏家　勇一,氏家　勇一,平8. 4. 1 / 組織変更 / 令5. 9. 1,内　循,診療所 / 現存,,,,,,,,,,,,,,
365.0,0314642,どうまえクリニック,〒963－8877,郡山市堂前町３１－６,024-922-3699,医療法人将文会　理事長　鹿目　裕文,鹿目　裕文,平8. 4. 1 / 組織変更 / 令5. 9. 1,内　精　リハ　心内,診療所 / 現存,,,,,,,,,,,,,,
366.0,0314667,医療法人かわなこどもクリニック,〒963－0107,郡山市安積３－２９８,024-947-5377,医療法人かわなこどもクリニック　理事長　川名　冬彦,川名　冬彦,平8. 4. 1 / 組織変更 / 令5. 9. 1,小　アレ,診療所 / 現存,,,,,,,,,,,,,,
367.0,0314691,斎藤クリニック,〒963－8813,郡山市芳賀３－３－２０,024-956-3335,齋藤　利重,齋藤　利重,平8. 9. 1 / 新規 / 令5. 9. 1,内　神内　外　脳外　リハ,診療所 / 現存,,,,,,,,,,,,,,
368.0,0314741,大平クリニック,〒963－8835,郡山市小原田２－１７－１４,024-942-7755,医療法人　桐心会　理事長　大平　晃司,大平　晃司,平8. 10. 1 / 組織変更 / 令5. 10. 1,内　循環器内科,診療所 / 現存,,,,,,,,,,,,,,
369.0,0314758,太田整形外科クリニック,〒963－8042,郡山市不動前１－３８－１,024-921-1114,医療法人太田整形外科クリニック　理事長　太田　健二,太田　健二,平8. 10. 1 / 組織変更 / 令5. 10. 1,整外　リハ,診療所 / 現存,,,,,,,,,,,,,,
370.0,0314808,あさひ内科クリニック,〒963－8024,郡山市朝日３－２－３３,024-921-2525,新井　圭輔,新井　圭輔,平9. 3. 1 / 新規 / 令6. 3. 1,内　消　放　リハ　眼,診療所 / 現存,,,,,,,,,,,,,,
371.0,0314832,池ノ台クリニック,〒963－8875,郡山市池ノ台３－１,024-939-3399,医療法人喜孝会　理事長　島田　孝一,島田　孝一,平9. 5. 1 / 移動 / 令6. 5. 1,内,診療所 / 現存,,,,,,,,,,,,,,
372.0,0314881,医療法人　主恩会東部整形外科,〒963－8804,郡山市字北畑１５,024-956-1400,医療法人主恩会東部整形外科　理事長　高村　鴻宇,高村　鴻宇,平9. 10. 1 / 組織変更 / 令6. 10. 1,整外　リハ,診療所 / 現存,,,,,,,,,,,,,,
373.0,0314899,すがのクリニック,〒963－0209,郡山市御前南六丁目１６,024-966-3300,医療法人　慈圭会　理事長　鈴木　章市,鈴木　実穂,平9. 11. 1 / 移動 / 令6. 11. 1,一般　　      7 / 精　心内　神内　内,診療所 / 現存,,,,,,,,,,,,,,
374.0,0314964,医療法人仁正会塚原産婦人科内科・外科医院,〒963－8025,郡山市桑野２－３４－１２,024-922-5789,医療法人仁正会　塚原産婦人科内科外科医院　理事長　佐藤　功一,佐藤　功一,平10. 4. 1 / 組織変更 / 令4. 4. 1,一般　　     15 / 産婦　内　外　小,診療所 / 現存,,,,,,,,,,,,,,
375.0,0314972,石井在宅クリニック,〒963－8862,郡山市菜根３－２５－８,024-936-7200,石井　朋徳,石井　朋徳,平10. 5. 1 / 新規 / 令4. 5. 1,内　神内,診療所 / 現存,,,,,,,,,,,,,,
376.0,0315003,矢内クリニック,〒963－0702,郡山市緑ケ丘東３ー１ー４,024-942-0871,矢内　康一,矢内　康一,平10. 7. 1 / 新規 / 令4. 7. 1,内　胃　外,診療所 / 現存,,,,,,,,,,,,,,
