id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
104.0,01-3394-4 / 青歯394,たかはし歯科クリニック,〒030－0862,青森市古川３丁目１４番６号,017-775-0077,医療法人たかはし歯科クリニック　理事長　髙橋　徹,高橋　徹 / 移動 / 令4. 10. 27,平28. 10. 27,歯 / 現存,診療所,,,,,,,,,,,,,

105.0,01-3395-1 / 青歯395,さとう歯科,〒038－0013,青森市久須志３－２－１３,017-774-3223,佐藤　崇人,佐藤　崇人 / 交代 / 令5. 3. 1,平29. 3. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

106.0,01-3397-7 / 青歯397,訪問歯科クリニック　こすもす,〒030－0122,青森市大字野尻字今田９８－１,017-752-7084,古枝　和也,古枝　和也 / 新規 / 令5. 10. 2,平29. 10. 2,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

107.0,01-3398-5 / 青歯398,平井歯科医院,〒038－1311,青森市浪岡大字浪岡字若松１６番地２,0172-62-2685,平井　新栄,平井　新栄 / 新規 / 令6. 1. 5,平30. 1. 5,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

108.0,01-3400-9 / 青歯400,石江歯科クリニック,〒038－0003,青森市大字石江字江渡１８番地２,017-766-1515,医療法人平青会　理事長　田中　純一,福士　智之 / 交代 / 令6. 5. 1,平30. 5. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

109.0,01-3401-7 / 青歯401,渡辺歯科クリニック,〒030－0852,青森市大野前田６７－３１,017-764-6474,渡邊　洋平,渡邊　洋平 / 新規 / 令6. 8. 1,平30. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,

110.0,01-3403-3 / 青歯403,秋元歯科医院,〒038－0024,青森市浪館前田４丁目９番３号,017-766-7000,秋元　宏太,秋元　宏太 / 交代 / 令6. 8. 27,平30. 8. 27,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

111.0,01-3404-1 / 青歯404,こん歯科口腔外科クリニック,〒030－0856,青森市西大野一丁目１５番地４,017-764-0071,今　敬生,今　敬生 / 新規 / 令7. 5. 7,令元. 5. 7,歯外 / 現存,診療所,,,,,,,,,,,,,

112.0,01-3405-8 / 青歯405,青森駅前歯科クリニック,〒030－0803,青森市安方一丁目３番２５号　小田島ビル２Ｆ,017-773-2332,小田嶋　秀,小田嶋　秀 / 交代 / 令7. 6. 1,令元. 6. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,

113.0,01-3406-6 / 青歯406,かよ歯科,〒030－0843,青森県青森市大字浜田字玉川２１７番地２６,017-739-8241,小嶋　香世,小嶋　香世 / 新規 / 令2. 2. 1,令2. 2. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

114.0,01-3407-4 / 青歯407,あおばアップル歯科クリニック,〒030－0846,青森県青森市青葉一丁目２番２６号,017-752-8217,医療法人社団康勇会　理事長　鈴木　康太,鈴木　康太 / 組織変更 / 令2. 1. 9,令2. 1. 9,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

115.0,01-3410-8 / 青歯410,新城ミナトヤ歯科医院,〒038－0042,青森県青森市新城字山田１１番地１,017-788-8148,澤田　剛光,澤田　剛光 / 交代 / 令2. 4. 1,令2. 4. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

116.0,01-3411-6 / 青歯411,東ミナトヤ歯科医院,〒030－0947,青森市浜館字見取１５番地１,017-718-0453,医療法人ＣｏｆＩ　理事長　滝沢　仙太郎,滝沢　仙太郎 / 組織変更 / 令4. 5. 1,令4. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

117.0,01-3412-4 / 青歯412,ＴＯＭ　ＭＩＮＡＴＯＹＡ　ｄｅｎｔａｌ　ｃｌｉｎｉｃ,〒030－0801,青森市新町１丁目７番１号ＴＨＲＥＥ　４０４,017-752-0148,湊谷　勤,湊谷　勤 / 新規 / 令5. 6. 1,令5. 6. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

118.0,01-3413-2 / 青歯413,やまうち歯科医院,〒030－0852,青森市大字大野字前田７４番地９３,017-729-0788,医療法人　山内会　理事長　山内　博,山内　博仁 / 組織変更 / 令6. 1. 1,令6. 1. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

119.0,01-3414-0 / 青歯414,長内歯科医院,〒030－0862,青森市古川１丁目１８番１号,017-722-3760,長内　彩子,長内　彩子 / 交代 / 令6. 1. 1,令6. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

120.0,01-3416-5 / 青歯416,白取歯科医院,〒030－0931,青森市平新田字森越１２－３１,017-726-0188,白取　佑智,白取　佑智 / 交代 / 令6. 1. 1,令6. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,

121.0,01-3417-3 / 青歯417,清水デンタルクリニック,〒030－0966,青森市花園２丁目５番地１１号,017-762-7651,金　済子,金　済子 / 交代 / 令6. 7. 1,令6. 7. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

122.0,01-3418-1 / 青歯418,こまい歯科クリニック,〒030－0813,青森市松原２丁目７番９号,017-773-3510,駒井　光貴,駒井　光貴 / 移動 / 令6. 9. 1,令6. 9. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

123.0,02-3153-2 / 弘歯153,第一歯科クリニック,〒036－8093,弘前市大字城東中央三丁目１－２５,0172-27-7706,相田　治一,相田　治一 / 新規 / 令5. 3. 15,昭59. 3. 15,歯 / 現存,診療所,,,,,,,,,,,,,

124.0,02-3161-5 / 弘歯161,笹村歯科医院,〒036－8093,弘前市大字城東中央四丁目３－３１,0172-28-0797,笹村　秀隆,笹村　秀隆 / 新規 / 令6. 5. 15,昭60. 5. 15,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

125.0,02-3165-6 / 弘歯165,楠美歯科クリニック,〒036－8155,弘前市大字中野二丁目６－２１,0172-34-1182,楠美　敏也,楠美　敏也 / 新規 / 令6. 8. 10,昭60. 8. 10,歯 / 現存,診療所,,,,,,,,,,,,,

126.0,02-3168-0 / 弘歯168,オリオン歯科クリニック,〒036－8355,弘前市大字元寺町３５オリオン会館　１Ｆ,0172-33-0418,工藤　淳治,工藤　淳治 / 新規 / 令4. 6. 1,昭61. 6. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

127.0,02-3170-6 / 弘歯170,佐藤歯科医院,〒036－8346,弘前市大字大浦町４,0172-36-0412,佐藤　孝治,佐藤　孝治 / 新規 / 令4. 7. 15,昭61. 7. 15,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

128.0,02-3172-2 / 弘歯172,竹沢歯科クリニック,〒036－8142,弘前市大字松原西三丁目１－１,0172-88-1717,竹澤　俊之,竹澤　俊之 / 新規 / 令4. 9. 15,昭61. 9. 15,歯　小 / 現存,診療所,,,,,,,,,,,,,

129.0,02-3177-1 / 弘歯177,山崎歯科クリニック,〒036－8051,弘前市大字宮川二丁目３－４,0172-36-8811,山崎　祐司,山崎　祐司 / 新規 / 令5. 7. 1,昭62. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,

130.0,02-3179-7 / 弘歯179,秋元歯科クリニック,〒036－8247,弘前市大字大開二丁目１－１２,0172-88-1513,秋元　啓志,秋元　啓志 / 新規 / 令5. 7. 15,昭62. 7. 15,歯 / 現存,診療所,,,,,,,,,,,,,

131.0,02-3183-9 / 弘歯183,福原歯科医院,〒036－8354,弘前市大字上鞘師町１２－３,0172-37-3535,福原　述夫,福原　述夫 / 新規 / 令6. 8. 1,昭63. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,

132.0,02-3187-0 / 弘歯187,城西歯科クリニック,〒036－8362,弘前市大字五十石町２,0172-33-6680,澁谷　哲司,澁谷　哲司 / 新規 / 令4. 6. 15,平元. 6. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

133.0,02-3189-6 / 弘歯189,平山歯科クリニック,〒036－8063,弘前市大字宮園五丁目３５－３,0172-33-2247,平山　脩,平山　脩 / 新規 / 令5. 2. 15,平2. 2. 15,歯 / 現存,診療所,,,,,,,,,,,,,

134.0,02-3195-3 / 弘歯195,医療法人　審美会　梅原歯科医院,〒036－8182,弘前市大字土手町１２３－１,0172-32-7330,医療法人　審美会　理事長　梅原　一浩,梅原　一浩 / 組織変更 / 令5. 11. 1,平2. 11. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

135.0,02-3196-1 / 弘歯196,あべ歯科医院,〒036－8062,弘前市大字青山三丁目８－１,0172-37-3737,医療法人　弘淳会　理事長　阿部　弘,阿部　弘 / 組織変更 / 令6. 8. 1,平3. 8. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

136.0,02-3198-7 / 弘歯198,第一ファミリー歯科,〒036－8093,弘前市大字城東中央三丁目１０－１９,0172-28-1888,相田　惠子,相田　惠子 / 新規 / 令4. 8. 15,平4. 8. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

137.0,02-3199-5 / 弘歯199,なかむら歯科医院,〒036－8085,弘前市大字末広四丁目２－３,0172-26-0388,中村　亨,中村　亨 / 新規 / 令4. 9. 15,平4. 9. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

138.0,02-3200-1 / 弘歯200,亮友会　ふじた歯科医院,〒036－8316,弘前市大字石渡四丁目１３－３,0172-37-3118,医療法人　亮友会　理事長　藤田　亮,藤田　亮 / 組織変更 / 令5. 2. 1,平5. 2. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

139.0,02-3203-5 / 弘歯203,三和歯科クリニック,〒036－8155,弘前市大字中野四丁目６－１０,0172-87-7070,三尾　和久,三尾　和久 / 新規 / 令5. 8. 1,平5. 8. 1,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

140.0,02-3206-8 / 弘歯206,代官町クリニック　吉田歯科,〒036－8001,弘前市大字代官町１０８,0172-38-4142,吉田　敏弘,吉田　敏弘 / 新規 / 令6. 1. 1,平6. 1. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

141.0,02-3208-4 / 弘歯208,しろと歯科医院,〒036－8103,弘前市大字川先一丁目２－１,0172-26-3999,白戸　裕,白戸　裕 / 新規 / 令6. 5. 15,平6. 5. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

142.0,02-3209-2 / 弘歯209,さくらデンタルクリニック,〒036－8092,弘前市大字城東北三丁目５－１２,0172-26-1188,清藤　浩之,清藤　浩之 / 新規 / 令6. 5. 15,平6. 5. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

143.0,02-3212-6 / 弘歯212,広瀬矯正歯科クリニック,〒036－8001,弘前市大字代官町４１甘栄堂ビル３Ｆ,0172-37-7273,廣瀬　壽秀,廣瀬　壽秀 / 新規 / 令4. 2. 15,平7. 2. 15,矯歯 / 現存,診療所,,,,,,,,,,,,,

144.0,02-3213-4 / 弘歯213,菊地歯科医院,〒036－8155,弘前市大字中野一丁目１１－６,0172-32-7257,医療法人　福成会　理事長　菊地　寛司,菊地　寛司 / 組織変更 / 令4. 3. 1,平7. 3. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

145.0,02-3214-2 / 弘歯214,浜の町歯科クリニック,〒036－8323,弘前市大字浜の町東三丁目３－５,0172-37-3566,玉山　公基,玉山　公基 / 新規 / 令4. 7. 1,平7. 7. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

146.0,02-3215-9 / 弘歯215,たかち歯科小児歯科医院,〒036－8066,弘前市大字向外瀬四丁目１４－１,0172-37-5533,高地　義孝,高地　義孝 / 新規 / 令4. 8. 15,平7. 8. 15,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,

147.0,02-3217-5 / 弘歯217,野村歯科医院,〒036－8017,弘前市大字西川岸町１,0172-32-8695,野村　幸司,野村　幸司 / 交代 / 令5. 2. 11,平8. 2. 11,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

148.0,02-3218-3 / 弘歯218,副島歯科医院,〒036－8231,弘前市大字稔町８－４,0172-38-7272,副島　邦雄,副島　邦雄 / 新規 / 令5. 7. 15,平8. 7. 15,歯 / 現存,診療所,,,,,,,,,,,,,

149.0,02-3220-9 / 弘歯220,清歯科医院,〒036－8062,弘前市大字青山五丁目２７－１,0172-37-8020,清　達児,清　達児 / 新規 / 令5. 10. 15,平8. 10. 15,歯 / 現存,診療所,,,,,,,,,,,,,

150.0,02-3221-7 / 弘歯221,鳴海デンタルクリニック,〒036－8093,弘前市大字城東中央三丁目１０－１３,0172-26-2301,鳴海　巖,鳴海　巖 / 新規 / 令5. 10. 15,平8. 10. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

151.0,02-3222-5 / 弘歯222,ほくおう・歯科医院,〒036－8046,弘前市大字北横町４２,0172-33-4618,横山　聡,横山　聡 / 新規 / 令5. 11. 1,平8. 11. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

152.0,02-3224-1 / 弘歯224,松野歯科医院,〒036－8013,弘前市大字上瓦ヶ町５,0172-37-8148,松野　栄史,松野　栄史 / 新規 / 令5. 11. 15,平8. 11. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

153.0,02-3226-6 / 弘歯226,関歯科医院,〒036－8053,弘前市大字和泉一丁目４－７,0172-26-2789,関　豊,関　豊 / 新規 / 令6. 4. 15,平9. 4. 15,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,

154.0,02-3239-9 / 弘歯239,弘南歯科医院,〒036－8103,弘前市大字川先四丁目１２－２４,0172-26-0888,医療法人　エフエムエー　理事長　小田桐　龍一,小田桐　龍一 / 組織変更 / 令5. 2. 1,平11. 2. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

155.0,02-3240-7 / 弘歯240,やがわ歯科医院,〒036－8275,弘前市大字城西四丁目１－１３,0172-39-6400,矢川　智之,矢川　智之 / 新規 / 令5. 4. 15,平11. 4. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

156.0,02-3245-6 / 弘歯245,毛内歯科医院,〒036－8086,弘前市大字田園四丁目１２番地２１,0172-29-2332,毛内　詳雄,毛内　詳雄 / 新規 / 令6. 5. 1,平12. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

157.0,02-3246-4 / 弘歯246,ひまわり歯科クリニック,〒036－8087,弘前市大字早稲田二丁目１２番地１４,0172-29-3738,毛内　裕文,毛内　裕文 / 新規 / 令6. 10. 1,平12. 10. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

158.0,02-3250-6 / 弘歯250,かなもり歯科,〒036－8155,弘前市中野五丁目１２－２７,0172-89-1550,金森　栄治,金森　栄治 / 新規 / 令元. 7. 15,平13. 7. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

159.0,02-3251-4 / 弘歯251,大町歯科医院,〒036－8004,弘前市大町三丁目１０－４,0172-31-7275,三浦　透,三浦　透 / 新規 / 令元. 10. 1,平13. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,

160.0,02-3252-2 / 弘歯252,工藤歯科医院,〒036－8124,弘前市大字石川字家岸１０－６,0172-92-2330,角倉　紳,角倉　紳 / 交代 / 令2. 2. 17,平14. 2. 17,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

161.0,02-3254-8 / 弘歯254,Ｉ歯科,〒036－8223,弘前市富士見町７－１,0172-32-8511,稲見　健一郎,稲見　健一郎 / 新規 / 令3. 5. 1,平15. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,

162.0,02-3257-1 / 弘歯257,矯正歯科じん歯科クリニック,〒036－8004,弘前市大町二丁目１０－３,0172-37-1182,神　智昭,神　智昭 / 新規 / 令3. 11. 15,平15. 11. 15,矯歯　歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,

163.0,02-3258-9 / 弘歯258,いちむら歯科医院,〒036－8171,弘前市取上二丁目１６－２,0172-31-0756,市村　暢康,市村　暢康 / 新規 / 令4. 4. 1,平16. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

164.0,02-3259-7 / 弘歯259,明本歯科医院,〒036－8004,弘前市大町三丁目４－９,0172-35-4774,明本　康伸,明本　康伸 / 交代 / 令4. 4. 1,平16. 4. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,

165.0,02-3260-5 / 弘歯260,くどう歯科,〒036－8217,弘前市茂森町１２１,0172-31-0120,工藤　友寿,工藤　友寿 / 新規 / 令4. 9. 1,平16. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

166.0,02-3262-1 / 弘歯262,やぎはしファミリー歯科,〒036－8173,弘前市富田町３４,0172-36-4180,八木橋　靖子,八木橋　靖子 / 新規 / 令5. 3. 1,平17. 3. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

167.0,02-3263-9 / 弘歯263,一歩デンタルクリニック,〒036－8087,弘前市大字早稲田１丁目１－４,0172-29-5977,田中　一歩,田中　一歩 / 新規 / 令5. 4. 1,平17. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

168.0,02-3264-7 / 弘歯264,ふくい歯科口腔外科クリニック,〒036－8142,弘前市松原西１－１４－１９,0172-87-6202,福井　朗,福井　朗 / 新規 / 令5. 5. 1,平17. 5. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

169.0,02-3265-4 / 弘歯265,玉山歯科医院,〒036－8366,弘前市駒越町２２－１,0172-34-2318,玉山　詩技子,玉山　詩技子 / 交代 / 令5. 8. 1,平17. 8. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

170.0,02-3268-8 / 弘歯268,ソレイユ歯科医院,〒036－8364,弘前市新町１６２－３,0172-39-7303,伊澤　裕紀子,伊澤　裕紀子 / 新規 / 令5. 12. 1,平17. 12. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

171.0,02-3270-4 / 弘歯270,佐藤歯科診療所,〒036－1313,弘前市大字賀田字大浦８１－１１,0172-82-3032,佐藤　正治,佐藤　正治 / その他 / 令5. 10. 3,平17. 10. 3,歯 / 現存,診療所,,,,,,,,,,,,,

172.0,02-3272-0 / 弘歯272,医療法人仙知会　小泉歯科医院,〒036－1312,弘前市大字高屋字本宮４８０－４,0172-82-3232,医療法人　仙知会　理事長　大塚　勝幸,大塚　景子 / その他 / 令6. 10. 1,平12. 10. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

173.0,02-3274-6 / 弘歯274,梅村歯科クリニック,〒036－8316,弘前市石渡１－１－３,0172-32-7311,梅村　英之,梅村　英之 / 移動 / 令6. 8. 1,平18. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,

174.0,02-3276-1 / 弘歯276,中畑歯科診療所,〒036－8181,弘前市山道町１４－３,0172-32-6650,中畑　範彦,中畑　範彦 / 交代 / 令7. 2. 13,平19. 2. 13,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

175.0,02-3277-9 / 弘歯277,田口矯正歯科,〒036－8032,弘前市徳田町３６,0172-39-4184,田口　大,田口　大 / 新規 / 令7. 5. 1,平19. 5. 1,矯歯 / 現存,診療所,,,,,,,,,,,,,

176.0,02-3280-3 / 弘歯280,渡辺歯科医院,〒036－8217,弘前市大字茂森町４２－１,0172-32-5800,渡邊　康一,渡邊　康一 / 交代 / 令3. 5. 5,平21. 5. 5,歯 / 現存,診療所,,,,,,,,,,,,,

177.0,02-3281-1 / 弘歯281,石岡歯科医院,〒036－8184,弘前市松森町７５－１,0172-32-1078,石岡　隆弘,石岡　隆弘 / 交代 / 令3. 6. 1,平21. 6. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

178.0,02-3282-9 / 弘歯282,杉山歯科クリニック,〒036－8164,弘前市泉野２丁目１８－６,0172-55-0811,杉山　知樹,杉山　知樹 / 新規 / 令3. 11. 1,平21. 11. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

179.0,02-3284-5 / 弘歯284,久米田歯科医院,〒036－8061,弘前市神田５－７－１,0172-33-5531,久米田　俊子,久米田　俊子 / 新規 / 令5. 5. 1,平23. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,

180.0,02-3285-2 / 弘歯285,くるみ歯科,〒036－8085,弘前市末広１－３－１,0172-55-8260,吉田　千里,吉田　千里 / 新規 / 令6. 6. 1,平24. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,

181.0,02-3287-8 / 弘歯287,あかね歯科クリニック,〒036－8275,弘前市城西４－７－８,0172-55-8677,石上　潤一郎,石上　潤一郎 / 新規 / 令6. 7. 1,平24. 7. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

182.0,02-3291-0 / 弘歯291,弘前インター歯科クリニック,〒036－8124,弘前市大字石川字平岡１５７－１,0172-55-8214,小山　方子,小山　方子 / 新規 / 令元. 7. 1,平25. 7. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

183.0,02-3292-8 / 弘歯292,川村歯科医院,〒036－8045,弘前市野田１－６－２,0172-32-4073,川村　太助,川村　太助 / 交代 / 令元. 8. 27,平25. 8. 27,歯 / 現存,診療所,,,,,,,,,,,,,

184.0,02-3295-1 / 弘歯295,ひかり歯科医院,〒036－8071,弘前市大字大久保字西田１０５－２７,0172-55-5525,阿蘇　龍治,阿蘇　龍治 / 新規 / 令2. 6. 1,平26. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

185.0,02-3296-9 / 弘歯296,百石町デンタルクリニック,〒036－8035,弘前市大字百石町３３番地,0172-55-6480,澤田　健,澤田　健 / 新規 / 令3. 5. 1,平27. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

186.0,02-3297-7 / 弘歯297,弘前歯科中央クリニック,〒036－8095,弘前市大字城東三丁目６番地１,0172-26-1511,髙島　真也,髙島　真也 / 交代 / 令3. 7. 1,平27. 7. 1,歯　歯外　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

187.0,02-3298-5 / 弘歯298,よりみつ歯科クリニック,〒036－8274,弘前市大字南城西２丁目５－３,0172-88-6402,依光　高志,依光　高志 / 新規 / 令3. 9. 1,平27. 9. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

188.0,02-3299-3 / 弘歯299,スクエア歯科,〒036－8186,弘前市大字富田三丁目１０番地２１,0172-39-4180,医療法人雄志会　理事長　佐藤　雄大,佐藤　雄大 / 組織変更 / 令3. 12. 8,平27. 12. 8,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

189.0,02-3300-9 / 弘歯300,くりの木デンタルクリニック,〒036－8364,弘前市大字新町８９－１,0172-88-7676,市村　誠子,市村　誠子 / 新規 / 令4. 1. 1,平28. 1. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,

190.0,02-3301-7 / 弘歯301,医療法人　あおば歯科医院,〒036－8227,弘前市桔梗野四丁目９番地２６,0172-31-3343,医療法人あおば歯科医院　理事長　渡辺健一,渡辺　健一 / 組織変更 / 令4. 2. 25,平28. 2. 25,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

191.0,02-3303-3 / 弘歯303,あまない歯科医院,〒036－8061,弘前市大字神田一丁目８－３,0172-88-6400,天内　孝昌,天内　孝昌 / 新規 / 令4. 6. 1,平28. 6. 1,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,

192.0,02-3304-1 / 弘歯304,遠藤歯科,〒036－8001,弘前市大字代官町７５番地１,0172-36-5560,医療法人寛心会　理事長　遠藤　寛,遠藤　寛 / 交代 / 令5. 2. 1,平29. 2. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

193.0,02-3305-8 / 弘歯305,松枝歯科医院,〒036－8356,弘前市大字下白銀町１５番地４号,0172-35-2157,松枝　卓之,松枝　卓之 / 交代 / 令5. 7. 1,平29. 7. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

194.0,02-3307-4 / 弘歯307,波多野歯科医院,〒036－8032,弘前市大字徳田町５,0172-32-2861,波多野　祐一,波多野　祐一 / 交代 / 令6. 5. 1,平30. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,

195.0,02-3308-2 / 弘歯308,沢田歯科クリニック,〒036－8261,弘前市茂森新町１丁目７－６,0172-26-7176,澤田　祐也,澤田　祐也 / 新規 / 令6. 10. 1,平30. 10. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

196.0,02-3310-8 / 弘歯310,デンタルオフィスよしだ,〒036－8087,弘前市早稲田３－６－９,0172-26-2525,医療法人ａｐｐｌｅｓｍｉｌｅ　理事長　吉田　昭文,吉田　昭文 / 組織変更 / 令6. 10. 1,平30. 10. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

197.0,02-3311-6 / 弘歯311,松山歯科医院,〒036－8186,青森県弘前市富田三丁目１－１１,0172-33-2020,松山　貴紀,松山　貴紀 / 交代 / 令元. 8. 1,令元. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,

198.0,02-3312-4 / 弘歯312,やまざき歯科医院,〒036－8161,青森県弘前市大字大清水四丁目１０番地１０,0172-39-6666,医療法人大優会　理事長　山崎　尚之,山崎　尚之 / 組織変更 / 令2. 2. 1,令2. 2. 1,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

199.0,02-3313-2 / 弘歯313,柴田歯科医院,〒036－1313,青森県弘前市賀田１丁目２０－２,0172-82-5322,柴田　知佳,柴田　知佳 / 新規 / 令2. 9. 1,令2. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

200.0,02-3314-0 / 弘歯314,青い森デンタルクリニック,〒036－8084,弘前市高田五丁目３番３,0172-88-8484,石川　寛夫,石川　寛夫 / 新規 / 令4. 7. 4,令4. 7. 4,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

201.0,02-3315-7 / 弘歯315,そうた歯科クリニック,〒036－8154,弘前市豊原１－４－１,0172-26-6085,相田　治希,相田　治希 / 新規 / 令5. 4. 1,令5. 4. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,

202.0,02-3316-5 / 弘歯316,桔梗野歯科,〒036－8227,弘前市桔梗野二丁目５番地２３,0172-35-8177,佐藤　匠悟,佐藤　匠悟 / 交代 / 令6. 3. 1,令6. 3. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,

203.0,02-3317-3 / 弘歯317,ＳＡＩデンタルクリニック,〒036－8155,弘前市中野２－２－２,0172-40-2035,齋藤　道太,齋藤　道太 / 新規 / 令7. 5. 1,令7. 5. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,

204.0,02-3318-1 / 弘歯318,ＳＡＳＡＭＵＲＡ　ＤＥＮＴＡＬ　ＣＬＩＮＩＣ,〒036－8057,弘前市八幡町１－８－１,0172-55-9151,笹村　祐杜,笹村　祐杜 / 新規 / 令7. 6. 1,令7. 6. 1,歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,

