id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24


195.0,01-1654.0-3 / 山医,いしだ耳鼻咽喉科クリニック,〒990－0834,山形市清住町二丁目２番１２号,023-674-7603,医療法人晃愛会　理事長　石田　晃弘,石田　晃弘 / 組織変更 / 令3. 2. 1,令3. 2. 1,耳い / 現存,診療所,,,,,,,,,,,

196.0,01-1655.0-0 / (01 / 山医,山形眼科歯科 / 3351.0,〒990－0039,山形市香澄町二丁目４番１号,023-626-0020,医療法人山形眼科歯科　理事長　横山　大輔 / 常　勤:　　　 2,横山　大輔 / 令3. 3. 1,令3. 3. 1 / 眼　歯,一般 / 組織変更,診療所 / 一般      3,現存,,,,,,,,,,

197.0,01-1657.0-6 / 山医,東山形やまかわクリニック,〒990－0022,山形市東山形２丁目３－３４,023-664-3918,山川　美樹子,山川　美樹子 / 新規 / 令3. 10. 1,令3. 10. 1,ペインクリニック内科 / 現存,診療所,,,,,,,,,,,

198.0,01-1658.0-4 / 山医,馬見ヶ崎こどもクリニック,〒990－0810,山形市馬見ヶ崎１丁目１８－６,023-616-6611,医療法人社団　馬見ヶ崎こどもクリニック　理事長　大通　尚,大通　尚 / 組織変更 / 令3. 12. 1,令3. 12. 1,小 / 現存,診療所,,,,,,,,,,,

199.0,01-1659.0-2 / 山医,ブレインクリニック妻沼,〒990－0886,山形市嶋南二丁目７番３号,023-665-1551,医療法人ブレインクリニック妻沼　理事長　妻沼　到,妻沼　到 / 組織変更 / 令4. 1. 1,令4. 1. 1,脳外　内　リハ / 現存,診療所,,,,,,,,,,,

200.0,01-1660.0-0 / 山医,社会福祉法人恩賜財団済生会山形済生病院附属小白川診療所,〒990－0021,山形市小白川町二丁目３番１号,023-616-5321,社会福祉法人恩賜財団済生会支部山形県済生会　支部長　濱崎　允,濱崎　允 / 新規 / 令4. 2. 1,令4. 2. 1,整外　内 / 現存,診療所,,,,,,,,,,,

201.0,01-1661.0-8 / 山医,たけのこメンタルクリニック,〒990－0821,山形市北町３丁目１１－４０,023-666-7231,岸　真知子,岸　真知子 / 新規 / 令4. 5. 1,令4. 5. 1,心内　精 / 現存,診療所,,,,,,,,,,,

202.0,01-1662.0-6 / 山医,山形婦人科クリニック,〒990－0042,山形市七日町２丁目７－５七日町ルルタス商業棟２階６号区画,023-616-5078,鏡　友理恵,鏡　友理恵 / 新規 / 令4. 5. 1,令4. 5. 1,婦 / 現存,診療所,,,,,,,,,,,

203.0,01-1663.0-4 / 山医,杏リウマチクリニック,〒990－0813,山形市桧町２－６－２７,023-666-3130,佐々木　明子,佐々木　明子 / 新規 / 令4. 6. 1,令4. 6. 1,リウ　リハ / 現存,診療所,,,,,,,,,,,

204.0,01-1664.0-2 / 山医,のだ耳鼻咽喉科クリニック,〒990－0813,山形市桧町三丁目７番３０号,023-676-9100,医療法人眞恵会　理事長　野田　大介,野田　大介 / 組織変更 / 令4. 6. 1,令4. 6. 1,耳い / 現存,診療所,,,,,,,,,,,

205.0,01-1665.0-9 / 山医,さとう花の森呼吸器内科クリニック,〒990－0810,山形市馬見ヶ崎３丁目８番３５号,023-615-8171,佐藤　千紗,佐藤　千紗 / 新規 / 令4. 12. 1,令4. 12. 1,呼内　内　アレ / 現存,診療所,,,,,,,,,,,

206.0,01-1666.0-7 / 山医,髙橋クリニック,〒990－2483,山形市上町３－６－４１,023-644-8601,髙橋　正統,髙橋　正統 / 交代 / 令5. 1. 1,令5. 1. 1,外　内　整外　消外　漢方内科 / 現存,診療所,,,,,,,,,,,

207.0,01-1667.0-5 / 山,小姓町肝臓内科クリニック,〒990－0032,山形市小姓町１－３４,023-616-3122,中村　琢也,中村　琢也 / 新規 / 令5. 5. 1,令5. 5. 1,消　内 / 現存,診療所,,,,,,,,,,,

208.0,01-1668.0-3 / 山医,かわぞえ嶋北泌尿器科内科クリニック,〒990－0885,山形市嶋北三丁目１０番１号,023-665-1660,医療法人社団かわぞえ嶋北泌尿器科内科クリニック　理事長　川添　久,川添　久 / 組織変更 / 令6. 1. 1,令6. 1. 1,ひ　内 / 現存,診療所,,,,,,,,,,,

209.0,01-1669.0-1 / 山医,嶋皮ふ科クリニック,〒990－0885,山形市嶋北二丁目１２番４８号,023-673-9661,医療法人三浦皮膚科医院　理事長　三浦　歩,村田　壱大 / 新規 / 令6. 3. 1,令6. 3. 1,皮 / 現存,診療所,,,,,,,,,,,

210.0,01-1671.0-7 / 新,下条心臓と足の血管クリニック,〒990－0823,山形市下条町五丁目１１番９号,023-665-0161,神部　良太,神部　良太 / 新規 / 令6. 4. 10,令6. 4. 10,循環器内科　心臓血管外科　内科　外科 / 現存,診療所,,,,,,,,,,,

211.0,01-1672.0-5 / 山医,あだち眼科嶋南クリニック,〒990－0886,山形市嶋南三丁目５番１０号,023-616-6613,安達　功武,安達　功武 / 新規 / 令6. 6. 1,令6. 6. 1,眼 / 現存,診療所,,,,,,,,,,,

212.0,01-1673.0-3 / 山医673,緑町山田医院,〒990－0041,山形市緑町三丁目２番５１号,023-665-1152,一般社団法人緑町山田医院　代表理事　山田　正枝,中嶋　泰憲 / 組織変更 / 令6. 6. 1,令6. 6. 1,精　心内 / 現存,診療所,,,,,,,,,,,

213.0,01-1674.0-1 / 山医,すわの木内科クリニック,〒990－0033,山形市諏訪町二丁目１番７３号,023-687-1675,佐々木　真太郎,佐々木　真太郎 / 新規 / 令6. 9. 18,令6. 9. 18,内　循　糖尿病内科 / 現存,診療所,,,,,,,,,,,

214.0,01-1675.0-8 / 山医675,十日町ようへい内科クリニック,〒990－0031,山形市十日町三丁目２－８　クレス十日町１階,023-623-9200,中本　洋平,中本　洋平 / 交代 / 令6. 10. 1,令6. 10. 1,内 / 現存,診療所,,,,,,,,,,,

215.0,01-1676.0-6 / 山医676,佐々木医院,〒990－0824,山形市肴町３－３４,023-643-4703,佐々木　仁,佐々木　仁 / 交代 / 令7. 1. 1,令7. 1. 1,外　形外　皮　内 / 現存,診療所,,,,,,,,,,,

216.0,01-1677.0-4 / 山医677,あかねヶ丘耳鼻咽喉科クリニック,〒990－2483,山形市上町４－１４－２０,023-645-7070,窪田　俊憲,窪田　俊憲 / 交代 / 令7. 1. 1,令7. 1. 1,耳い / 現存,診療所,,,,,,,,,,,

217.0,01-1678.0-2 / 山医678,ふるかわ整形外科クリニック,〒990－2444,山形市南四番町７－１８,023-665-0188,医療法人社団　仁笑会　理事長　古川　孝志,古川　孝志 / 組織変更 / 令7. 1. 1,令7. 1. 1,整外　リハ / 現存,診療所,,,,,,,,,,,

218.0,01-1679.0-0 / 山医679,うるしやまクリニック,〒990－2161,山形市大字漆山７７２－１,023-615-8211,医療法人　松若会　　理事長　尾形　貴史,尾形　貴史 / 移転 / 令7. 2. 10,令7. 2. 10,内科　乳腺外科　消化器外科　呼吸器内科　呼吸器外科 / 現存,診療所,,,,,,,,,,,

219.0,01-1680.0-8 / 山医680,いしい腎泌尿器科クリニック,〒990－2321,山形市桜田西四丁目１７－４９,023-616-3601,医療法人　いしい腎泌尿器科クリニック　　理事長　石井　達矢,石井　達矢 / 組織変更 / 令7. 4. 1,令7. 4. 1,ひ　内 / 現存,診療所,,,,,,,,,,,

220.0,04-1021.0-9 / 米医52,医療法人舟山病院,〒992－0027,米沢市駅前２－４－８,0238-23-4435,医療法人舟山病院　理事長　鬼満　圭一,舟山　哲 / 新規 / 令6. 8. 20,昭39. 8. 20 / 一般    120 / 療養 / 療養     54 / 内　呼　消　循　小　外　整外　形外　脳外　小外　ひ　こう　婦　眼　リハ,一般 / 現存,病院,,,,,,,,,,,

221.0,04-1033.0-4 / (04 / 米医72,米沢市立病院 / 3090.0,〒992－8502,米沢市相生町６－３６,0238-22-2450,米沢市長　近藤　洋介 / 常　勤:　　　53,長岡　明 / 令4. 6. 1,昭40. 6. 1,一般　　    263 / 新規,病院 / 内　循環器内科　消化器内科　消化器外科　内視鏡内科　内視鏡外科　呼吸器内科　血液内科　　脳神経内科　腎臓内科　緩和ケア内科　小　精　皮　アレ　放　外　呼外　心外　整外　形外　脳外　泌尿器科　女性泌尿器科　透析　産婦　眼　耳い　麻　リハ　救命　病理　歯　糖尿病・内分泌内科　乳腺外科　小児アレルギー科　歯外　腎臓・膠原病内科　リウ,現存,,,,,,,,,,

222.0,04-1064.0-9 / 米医107,成島園診療所,〒992－0083,米沢市広幡町成島字窪平山２１２０－５,0238-37-2355,社会福祉法人緑成会　理事長　渡邉　征男,市毛　明彦 / 新規 / 令4. 11. 15,昭52. 11. 15,内 / 現存,診療所,,,,,,,,,,,

223.0,04-1077.0-1 / (04 / 米医120,米沢栄光の里診療所 / 3034.0,〒992－1122,米沢市万世町梓山５４９４－１,0238-28-5188,社会福祉法人米沢栄光の里　理事長　菅野　智幸 / 常　勤:　　　 1,齋藤　万一郎 / 令6. 4. 1,昭57. 4. 1,内　精　歯 / 新規,診療所,現存,,,,,,,,,,

224.0,04-1087.0-0 / 米医130,医療法人古川医院,〒992－0012,米沢市金池二丁目６番３５号,0238-21-1060,医療法人古川医院　理事長　古川　匡和,古川　匡和 / 新規 / 令6. 4. 1,昭63. 4. 1,内　消 / 現存,診療所,,,,,,,,,,,

225.0,04-1091.0-2 / 米医133,医療法人社団慈敬会よねざわ眼科,〒992－0045,米沢市中央３－３－２,0238-24-2500,医療法人社団慈敬会　理事長　平田　勲,平田　勲 / 新規 / 令4. 4. 1,平元. 4. 1 / 眼,一般　　      8 / 現存,診療所,,,,,,,,,,,

226.0,04-1092.0-0 / 米医134,中條医院,〒992－0045,米沢市中央５－２－４３,0238-23-2070,中條　明夫,中條　明夫 / 新規 / 令4. 12. 1,平元. 12. 1,内　外　耳い　リハ　放　アレ / 現存,診療所,,,,,,,,,,,

227.0,04-1096.0-1 / 米医138,医療法人斎藤医院,〒992－0027,米沢市駅前４－３－３５,0238-22-2021,医療法人斎藤医院　理事長　斎藤　克之,斎藤　克之 / 新規 / 令6. 1. 1,平3. 1. 1,ひ　外 / 現存,診療所,,,,,,,,,,,

228.0,04-1097.0-9 / 米医139,小児科入間田医院,〒992－0045,米沢市中央６－１－２５,0238-23-1629,入間田　潔,入間田　潔 / 新規 / 令6. 7. 1,平3. 7. 1,小 / 現存,診療所,,,,,,,,,,,

229.0,04-1102.0-7 / 米医144,内科島津医院,〒992－0045,米沢市中央４－８－４７,0238-23-2136,島津　博達,島津　博達 / 新規 / 令4. 1. 1,平4. 1. 1,内 / 現存,診療所,,,,,,,,,,,

230.0,04-1112.0-6 / 米医154,酒井耳鼻咽喉科医院,〒992－0058,米沢市木場町３－８,0238-23-3341,酒井　仁,酒井　仁 / 新規 / 令6. 8. 1,平6. 8. 1,耳い / 現存,診療所,,,,,,,,,,,

231.0,04-1113.0-4 / 米医155,大辻外科胃腸科医院,〒992－0045,米沢市中央１－２－１０,0238-21-2242,大辻　圭一,大辻　圭一 / 新規 / 令6. 8. 1,平6. 8. 1,外　内　整外　こう / 現存,診療所,,,,,,,,,,,

232.0,04-1121.0-7 / 米医163,羅医院,〒992－0025,米沢市通町４－７－２７,0238-26-2345,羅　美杰,羅　美杰 / 新規 / 令5. 4. 1,平8. 4. 1,内　循 / 現存,診療所,,,,,,,,,,,

233.0,04-1122.0-5 / 米医164,くぼた診療所,〒992－0003,米沢市窪田町窪田１３０６－１,0238-37-6151,工藤　良三,工藤　良三 / 新規 / 令5. 3. 1,平8. 3. 1,内 / 現存,診療所,,,,,,,,,,,

234.0,04-1123.0-3 / 米医165,医療法人社団根際会もり医院,〒992－0057,米沢市成島町２－１－３５,0238-23-2471,医療法人社団根際会　理事長　森　洋幸,森　洋幸 / 新規 / 令5. 3. 1,平8. 3. 1,内　外　整外　胃　消　皮　こう / 現存,診療所,,,,,,,,,,,

235.0,04-1125.0-8 / 米医167,医療法人メディカルプラザ山口医院,〒992－0016,米沢市川井小路１－３,0238-24-3311,医療法人メディカルプラザ山口医院　理事長　山口　隆将,山口　隆将 / 新規 / 令5. 9. 1,平8. 9. 1,肝臓・消化器内科　糖尿病・代謝内科　漢方内科　ペインクリニック内科　内 / 現存,診療所,,,,,,,,,,,

236.0,04-1130.0-8 / 米医172,医療法人くまの医院,〒992－0039,米沢市門東町１－４－４,0238-22-6000,医療法人くまの医院　理事長　熊野　仁昌,熊野　仁昌 / 組織変更 / 令5. 1. 1,平11. 1. 1 / 療養 / 内　循,一般 / 現存,診療所,,,,,,,,,,,

237.0,04-1131.0-6 / 米医173,医療法人堀内医院,〒992－0031,米沢市大町３－６－７,0238-22-2210,医療法人堀内医院　理事長　堀内　義美,堀内　義美 / 新規 / 令5. 4. 1,平11. 4. 1 / 内　胃　消　外　こう,一般　　      3 / 現存,診療所,,,,,,,,,,,

238.0,04-1133.0-2 / 米医175,こせき腎・泌尿器科こせき小児科,〒992－0031,米沢市大町４－４－１４,0238-21-8787,小関　圭子,小関　圭子 / 新規 / 令5. 6. 21,平11. 6. 21,ひ　内　小　腎臓内科 / 現存,診療所,,,,,,,,,,,

239.0,04-1134.0-0 / 米医176,米沢駅前クリニック,〒992－0023,米沢市下花沢２－７－２０,0238-26-5810,社会医療法人公徳会　理事長　佐藤　忠宏,佐藤　忠宏 / 新規 / 令6. 1. 4,平12. 1. 4,精　心内　児童精神科　老年精神科 / 現存,診療所,,,,,,,,,,,

240.0,04-1135.0-7 / 米医177,中山胃腸科内科医院,〒992－0052,米沢市丸の内２丁目２番５３号,0238-21-3208,中山　裕一,中山　裕一 / 交代 / 令5. 12. 27,平11. 12. 27,消　内 / 現存,診療所,,,,,,,,,,,

241.0,04-1136.0-5 / 米医178,笹井内科クリニック,〒992－0061,米沢市堀川町４番４１号,0238-22-5221,医療法人社団笹井内科クリニック　理事長　笹井　祐之,笹井　祐之 / 組織変更 / 令6. 4. 1,平12. 4. 1,内　呼　循 / 現存,診療所,,,,,,,,,,,

242.0,04-1138.0-1 / 米医180,庄司眼科クリニック,〒992－0047,米沢市徳町４ー４７,0238-26-1556,医療法人庄司眼科クリニック　理事長　庄司　賢二,庄司　賢二 / 新規 / 令7. 4. 2,平13. 4. 2,眼 / 現存,診療所,,,,,,,,,,,

243.0,04-1139.0-9 / 米医181,石山内科クリニック,〒992－0035,米沢市太田町５ー１５３０ー６７,0238-39-2020,医療法人社団石山内科クリニック　理事長　石山　清司,石山　清司 / 組織変更 / 令7. 4. 1,平13. 4. 1,内　胃　消 / 現存,診療所,,,,,,,,,,,

244.0,04-1141.0-5 / 米医183,たかだ内科,〒992－1124,米沢市万世町金谷　６６６,0238-26-9337,高田　一男,高田　一男 / 新規 / 令7. 6. 1,平13. 6. 1,内　呼　循 / 現存,診療所,,,,,,,,,,,

245.0,04-1142.0-3 / 米医184,田中クリニック,〒992－0117,米沢市大字川井２３５６－１,0238-28-3505,医療法人田中クリニック　理事長　田中　雄二,田中　雄二 / 移転 / 令元. 12. 1,平13. 12. 1,内　胃　小　外　こう / 現存,診療所,,,,,,,,,,,

246.0,04-1145.0-6 / 米医187,医療法人　さの医院,〒992－0045,米沢市中央３－４－３６,0238-26-1020,医療法人さの医院　理事長　佐野　隆一,佐野　隆一 / 組織変更 / 令3. 4. 1,平15. 4. 1,糖尿病・脂質代謝内科　消化器内科 / 現存,診療所,,,,,,,,,,,

247.0,04-1146.0-4 / 米医188,春日皮フ科,〒992－0044,米沢市春日２－３－５０,0238-23-5700,杉木　浩,杉木　浩 / 新規 / 令4. 1. 5,平16. 1. 5,皮 / 現存,診療所,,,,,,,,,,,

248.0,04-1148.0-0 / 米医190,しおいクリニック,〒992－0042,米沢市塩井町塩野２０５７,0238-21-2276,鈴木　正人,鈴木　正人 / 新規 / 令4. 3. 1,平16. 3. 1,内　外　皮 / 現存,診療所,,,,,,,,,,,

249.0,04-1149.0-8 / 米医191,いまい医院,〒992－0022,米沢市花沢町２６９５－５,0238-22-1867,今井　高二,今井　高二 / 新規 / 令5. 2. 1,平17. 2. 1,乳腺外科　内 / 現存,診療所,,,,,,,,,,,

250.0,04-1150.0-6 / 米医192,かとう整形外科クリニック,〒992－0055,米沢市御廟３ー２ー１０,0238-24-7001,加藤　浩,加藤　浩 / 新規 / 令6. 10. 4,平18. 10. 4,整外　リハ　リウ / 現存,診療所,,,,,,,,,,,

251.0,04-1152.0-2 / 米医194,医療法人石橋医院,〒992－0046,米沢市信夫町５－１９,0238-23-0328,医療法人石橋医院　理事長　石橋　正道,石橋　正道 / 組織変更 / 令元. 7. 1,平19. 7. 1,内　消 / 現存,診療所,,,,,,,,,,,

252.0,04-1156.0-3 / 米医198,さくらクリニック,〒992－0042,米沢市塩井町塩野１４９５－５,0238-26-1087,医療法人さくらクリニック　理事長　新野　隆宏,新野　隆宏 / 組織変更 / 令5. 2. 1,平23. 2. 1 / 産　婦,一般　　     11 / 現存,診療所,,,,,,,,,,,

253.0,04-1157.0-1 / 米医199,ごとう整形外科クリニック,〒992－0022,米沢市花沢町２６８７－１,0238-21-5103,後藤　文昭,後藤　文昭 / 新規 / 令5. 7. 1,平23. 7. 1,整外　リハ　リウ / 現存,診療所,,,,,,,,,,,

254.0,04-1158.0-9 / 米医200,黄木脳神経クリニック,〒992－0011,米沢市中田町９８１－２,0238-37-3028,黄木　正登,黄木　正登 / 新規 / 令6. 1. 1,平24. 1. 1,脳外　神内　内 / 現存,診療所,,,,,,,,,,,

255.0,04-1159.0-7 / 米医201,医療法人大道寺医院,〒992－0026,米沢市東３丁目４番４１号,0238-21-5353,医療法人大道寺医院　理事長　大道寺　浩一,大道寺　浩一 / 移転 / 令6. 12. 3,平24. 12. 3,内　胃　消　外 / 現存,診療所,,,,,,,,,,,

256.0,04-1160.0-5 / 米医202,産科婦人科島貫医院,〒992－0045,米沢市中央２－５－１２,0238-23-1776,医療法人産科婦人科島貫医院　理事長　島貫　洋人,島貫　洋人 / 組織変更 / 令7. 1. 1,平25. 1. 1 / 産　婦,一般　　     15 / 現存,診療所,,,,,,,,,,,

257.0,04-1161.0-3 / 米医203,松田外科医院,〒992－0054,米沢市城西４－４－２５,0238-21-1155,松田　和久,松田　和久 / 交代 / 令7. 1. 4,平25. 1. 4 / 外　整外　消,一般　　      3 / 現存,診療所,,,,,,,,,,,

258.0,04-1162.0-1 / 米医204,きだ内科クリニック,〒992－0012,米沢市金池六丁目４番１号,0238-22-1501,木田　雅文,木田　雅文 / 新規 / 令7. 4. 1,平25. 4. 1,内　消 / 現存,診療所,,,,,,,,,,,

259.0,04-1164.0-7 / 米医206,岡田こどもクリニック,〒992－0039,米沢市門東町１丁目４－１８,0238-40-8641,岡田　昌彦,岡田　昌彦 / 新規 / 令2. 4. 1,平26. 4. 1,小　アレ / 現存,診療所,,,,,,,,,,,

260.0,04-1165.0-4 / 米医207,ゆめクリニック,〒992－0026,米沢市東３丁目９番３号,0238-26-1537,医療法人社団ゆめクリニック　理事長　太田　信彦,太田　信彦 / 組織変更 / 令2. 5. 1,平26. 5. 1,婦 / 現存,診療所,,,,,,,,,,,

261.0,04-1166.0-2 / 米医208,米沢こころの病院,〒992－0119,米沢市アルカディア一丁目８０８番３２,0238-27-0506,社会医療法人公徳会　理事長　佐藤　忠宏,長谷川　朝穂 / 新規 / 令5. 6. 1,平29. 6. 1 / 精　心内　児童精神科　老年精神科,精神　　    114 / 現存,病院,,,,,,,,,,,

262.0,04-1167.0-0 / 米医209,こまがた医院,〒992－0057,米沢市成島町３丁目２番１２７－１２号,0238-27-0303,駒形　依子,駒形　依子 / 新規 / 令6. 1. 1,平30. 1. 1,婦　漢方内科 / 現存,診療所,,,,,,,,,,,

263.0,04-1168.0-8,医療法人よこやまクリニック,〒992－0026,米沢市東一丁目３－２１,0238-40-1884,医療法人　よこやまクリニック　理事長　横山　英一,横山　英一 / 組織変更 / 令元. 8. 1,令元. 8. 1,内　外 / 現存,診療所,,,,,,,,,,,

264.0,04-1171.0-2 / 米医,前田整形外科クリニック,〒992－0012,米沢市金池６丁目８番５３,0238-26-8415,医療法人　前田整形外科クリニック　理事長　前田　慎吾,前田　慎吾 / 移転 / 令3. 10. 1,令3. 10. 1,整外　リウ / 現存,診療所,,,,,,,,,,,

265.0,04-1172.0-0 / 米医,池田皮膚科クリニック米沢院,〒992－0012,米沢市金池３丁目２番３１号,0238-49-7878,医療法人秀浩会　理事長　池田　秀幸,山口　賢次 / 新規 / 令5. 4. 1,令5. 4. 1,皮 / 現存,診療所,,,,,,,,,,,

266.0,04-1173.0-8 / 米医,あづま診療所,〒992－1461,米沢市大字李山８１３２番地の１１,0238-38-3850,社会福祉法人あづま会　理事長　酒井　彰,市毛　明彦 / 新規 / 令5. 6. 1,令5. 6. 1,内 / 現存,診療所,,,,,,,,,,,

267.0,04-1174.0-6 / 米医,医療法人社団　かつみ内科クリニック　中央院,〒992－0045,米沢市中央７丁目１番３０号,0238-27-8317,医療法人社団　かつみ内科クリニック　中央院　理事長　勝見　修一郎,勝見　修一郎 / 新規 / 令5. 11. 1,令5. 11. 1,内　消　内視鏡内科　肝臓内科 / 現存,診療所,,,,,,,,,,,

268.0,04-1175.0-3 / 米医,三友堂クリニック,〒992－0057,米沢市成島町３丁目２番９０号,0238-21-8100,一般財団法人三友堂病院　理事長　仁科　盛之,阿部　秀樹 / 新規 / 令5. 11. 1,令5. 11. 1,循　内 / 現存,診療所,,,,,,,,,,,

269.0,04-1176.0-1 / 米医,三友堂病院,〒992－0033,米沢市福田町２丁目１番５５号,0238-24-3700,一般財団法人三友堂病院　理事長　仁科　盛之,穂坂　雅之 / 移転 / 令5. 11. 1,令5. 11. 1 / 療養　　     90 / 内　消　呼　循　神内　精　心内　外　整外　脳外　リハ　皮　内分泌・代謝内科　腎臓内科（人工透析）　緩和ケア外科　緩和ケア内科,一般　　    109 / 現存,病院,,,,,,,,,,,

270.0,04-1177.0-9 / 米医177,花沢アイクリニック,〒992－0022,米沢市花沢町２６９５－１,0238-40-0606,医療法人花沢アイクリニック　理事長　梅津　由子,梅津　由子 / 組織変更 / 令6. 5. 17,令6. 5. 17,眼 / 現存,診療所,,,,,,,,,,,

271.0,04-1178.0-7 / 米医178,みみはなのど　さいとうクリニック,〒992－0026,米沢市東三丁目４番３６号,0238-27-0833,医療法人社団　紗成会　　理事長　齊藤　史明,齊藤　史明 / 組織変更 / 令7. 1. 1,令7. 1. 1,耳い / 現存,診療所,,,,,,,,,,,

272.0,07-1110.0-3 / 鶴医166,協立大山診療所,〒997－1124,鶴岡市大山２－２６－３,0235-33-1165,医療生活協同組合やまがた　理事長　小川　裕,佐藤　満雄 / 新規 / 令5. 4. 16,昭59. 4. 16,内　心内　漢方内科　女性内科 / 休止,診療所,,,,,,,,,,,

273.0,07-1111.0-1 / 鶴医167,荘内地区健康管理センター,〒997－0035,鶴岡市馬場町１番４５号,0235-22-6445,一般社団法人鶴岡地区医師会　会長　福原　晶子,石原　良 / 新規 / 令5. 4. 16,昭59. 4. 16,内　消　循　放 / 現存,診療所,,,,,,,,,,,

274.0,07-1112.0-9 / 鶴医168,鶴岡協立病院,〒997－0816,鶴岡市文園町９－３４,0235-23-6060,医療生活協同組合やまがた　理事長　小川　裕,市川　誠一 / 新規 / 令5. 5. 7,昭59. 5. 7 / 内　消　呼　循　小　外　心外　皮　ひ　産婦　リハ　放　整外　気食　脳外　神内,一般　　    199 / 現存,病院,,,,,,,,,,,

275.0,07-1117.0-8 / 鶴医173,武田医院,〒997－0043,鶴岡市東新斎町１４－８,0235-25-1114,武田　徹,武田　徹 / 新規 / 令4. 5. 1,昭61. 5. 1,内　精　神 / 現存,診療所,,,,,,,,,,,

276.0,07-1120.0-2 / 鶴医176,齋藤医院,〒997－1204,鶴岡市加茂字加茂１７７,0235-33-3030,齋藤　愼,齋藤　愼 / 新規 / 令4. 9. 16,昭61. 9. 16,内 / 現存,診療所,,,,,,,,,,,

277.0,07-1123.0-6 / 鶴医179,池田内科医院,〒997－0034,鶴岡市本町３－１７－１７,0235-23-6166,医療法人社団久医会　理事長　渡邊　清,渡邊　清 / 新規 / 令5. 10. 1,昭62. 10. 1,糖尿病内科　消　呼　循 / 現存,診療所,,,,,,,,,,,

278.0,07-1131.0-9 / 鶴医187,医療法人千仁会中目内科胃腸科医院,〒997－0027,鶴岡市昭和町１０－５,0235-25-2011,医療法人千仁会　理事長　中目　哲平,中目　哲平 / 新規 / 令4. 10. 1,平元. 10. 1,内　消　循　内視鏡内科　肝臓内科　脂質代謝内科 / 現存,診療所,,,,,,,,,,,

279.0,07-1135.0-0 / 鶴医191,本田耳鼻咽喉科医院,〒997－0044,鶴岡市新海町１３－２４,0235-25-1133,本田　学,本田　学 / 新規 / 令5. 10. 1,平2. 10. 1,耳い　内　気食 / 現存,診療所,,,,,,,,,,,

280.0,07-1137.0-6 / 鶴医193,いずみまちクリニック,〒997－0033,鶴岡市泉町８番６６号,0235-23-5731,医療法人社団諸橋医院　理事長　諸橋　政人,諸橋　政人 / 新規 / 令6. 4. 1,平3. 4. 1,整外　リハ　リウ / 現存,診療所,,,,,,,,,,,

281.0,07-1141.0-8 / 鶴医197,島眼科医院,〒997－0034,鶴岡市本町２－３－９,0235-22-4686,医療法人アイリス　理事長　黒澤　明充,黒澤　久子 / 新規 / 令4. 8. 1,平4. 8. 1,眼 / 現存,診療所,,,,,,,,,,,

282.0,07-1142.0-6 / 鶴医198,黒沢眼科医院,〒997－0027,鶴岡市昭和町１０－２０,0235-24-9638,医療法人アイリス　理事長　黒澤　明充,黒澤　明充 / 新規 / 令4. 8. 1,平4. 8. 1,眼 / 現存,診療所,,,,,,,,,,,

283.0,07-1143.0-4 / 鶴医199,石田内科医院,〒997－0816,鶴岡市文園町１－５２,0235-23-0002,医療法人石田内科医院　理事長　石田　博,石田　博 / 新規 / 令4. 8. 1,平4. 8. 1,内　消 / 現存,診療所,,,,,,,,,,,

284.0,07-1146.0-7 / 鶴医202,わかな内科医院,〒997－0036,鶴岡市家中新町１１－４１,0235-25-2585,医療法人わかな内科医院　理事長　松浦　優,松浦　優 / 新規 / 令5. 9. 1,平5. 9. 1,内 / 現存,診療所,,,,,,,,,,,

285.0,07-1150.0-9 / 鶴医206,中鉢医院,〒997－0822,鶴岡市双葉町６番１３号,0235-23-6161,医療法人中鉢医院　理事長　中鉢　仁,中鉢　仁 / 新規 / 令6. 4. 1,平6. 4. 1,精　心内 / 現存,診療所,,,,,,,,,,,

286.0,07-1154.0-1 / 鶴医210,茅原クリニック,〒997－0018,鶴岡市茅原町２６－２３,0235-22-8777,医療法人社団みつわ会　理事長　尾形　直人,菅原　真樹 / 新規 / 令4. 4. 3,平7. 4. 3,内　消化器内科 / 現存,診療所,,,,,,,,,,,

287.0,07-1156.0-6 / 鶴医212,たんぽぽクリニック,〒997－0824,鶴岡市日枝字鳥居上４３－１,0235-25-6000,医療法人人和会　理事長　齋藤　高志,齋藤　高志 / 新規 / 令4. 8. 1,平7. 8. 1,産婦 / 現存,診療所,,,,,,,,,,,

288.0,07-1162.0-4 / 鶴医218,中里医院,〒997－1124,鶴岡市大山２－２３－５,0235-33-2142,中里　純,中里　純 / 新規 / 令5. 9. 10,平8. 9. 10,内　小 / 現存,診療所,,,,,,,,,,,

289.0,07-1163.0-2 / 鶴医219,いとうクリニック,〒997－0025,鶴岡市日出１－１７－８,0235-22-3200,医療法人いとうクリニック　理事長　伊藤　享子,伊藤　享子 / その他 / 令5. 12. 1,平8. 12. 1,耳い　小 / 現存,診療所,,,,,,,,,,,

