id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24iid,code.1,name.1,address.1,prefecture.1,tel.1,corporation.1,director.1,established.1,bed_type_and_count.1,facility_type.1,col12.1,col13.1,col14.1,col15.1,col16.1,col17.1,col18.1,col19.1,col20.1,col21.1,col22.1,col23.1,col24

300.0,02-3458-6,きたの杜歯科医院,〒001－0026,札幌市北区北２６条西１４丁目１－６,011-707-7188,石田　剛,石田　剛 / 移動 / 令元. 12. 2,平25. 12. 2,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

301.0,02-3459-4,医療法人社団　かむかむ歯科,〒001－0032,札幌市北区北３２条西１３丁目１番１号　マックスバリュ北３２条店２Ｆ,011-706-0900,医療法人社団　かむかむ歯科,髙橋　邦治 / 組織変更 / 令2. 4. 1,平26. 4. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

302.0,02-3461-0,医療法人社団　宏友会　フレンズ歯科クリニック,〒002－0859,札幌市北区屯田９条３丁目１番２０号屯田メディカルモール,011-773-1188,医療法人社団　宏友会,上島　さおり / 新規 / 令2. 5. 1,平26. 5. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

303.0,02-3462-8,北区しんた歯科,〒001－0905,札幌市北区新琴似５条７丁目１－１３シャルムあをき新琴似１階,011-766-1818,医療法人社団　航慎会,金子　剛 / 新規 / 令2. 7. 1,平26. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

304.0,02-3463-6,医療法人社団　真誠会　どう歯科クリニック,〒002－8081,札幌市北区百合が原９丁目１番１号,011-775-4183,医療法人社団　真誠会,堂　真道 / 組織変更 / 令2. 10. 1,平26. 10. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

305.0,02-3464-4,京野歯科医院,〒001－0912,札幌市北区新琴似１２条６丁目３－７,011-301-6480,京野　信二,京野　信二 / 新規 / 令2. 12. 1,平26. 12. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

306.0,02-3465-1,医療法人社団郁栄会　札幌ピースデンタルクリニック,〒001－0017,札幌市北区北１７条西４丁目２番３２号クレスト１８　２階,011-788-2494,医療法人社団郁栄会,宮田　一生 / 移動 / 令3. 1. 1,平27. 1. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

307.0,02-3466-9,ユキ歯科,〒001－0037,札幌市北区北３７条西８丁目３－１３前田ビル２Ｆ,011-756-6322,前田　幸彦,前田　幸彦 / 交代 / 令3. 2. 1,平27. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

308.0,02-3468-5,あいの里さんさん歯科クリニック,〒002－8073,札幌市北区あいの里３条３丁目２番６号,011-788-8020,額　諭史,額　諭史 / 新規 / 令3. 4. 1,平27. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

309.0,02-3469-3,さかい歯科クリニック,〒001－0034,札幌市北区北３４条西１１丁目３－５ＯＧＳビル１Ｆ,011-708-8888,堺　裕貢,堺　裕貢 / 新規 / 令3. 4. 1,平27. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

310.0,02-3475-0,おひげの先生歯科クリニック,〒001－0923,札幌市北区新川３条４丁目１番３号,011-761-4618,医療法人社団　建志会,地　陽一 / 交代 / 令4. 2. 1,平28. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

311.0,02-3476-8,医療法人社団真幸会　ユアデンタルオフィス,〒001－0902,札幌市北区新琴似２条１０丁目１－１０,011-761-3000,医療法人社団　真幸会,髙橋　真人 / 新規 / 令4. 3. 1,平28. 3. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

312.0,02-3477-6,医療法人社団　天祐会　新琴似四番通り歯科,〒001－0908,札幌市北区新琴似８条１３丁目２番９号,011-765-4618,医療法人社団　天祐会,蒲生　忠夫 / 新規 / 令4. 3. 1,平28. 3. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

313.0,02-3479-2,今井歯科クリニック,〒002－0857,札幌市北区屯田７条６丁目３番１２,011-299-2040,今井　滋,今井　滋 / 新規 / 令4. 4. 1,平28. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

314.0,02-3483-4,医療法人社団　北馬会　たくまファミリー歯科,〒001－0025,札幌市北区北２５条西４丁目２番５号マックスバリュ北店２Ｆ,011-708-1000,医療法人社団　北馬会　たくまファミリー歯科　理事長　飯岡　拓馬,飯岡　拓馬 / 組織変更 / 令4. 7. 1,平28. 7. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

315.0,02-3484-2,札幌太平デンタルオフィス,〒002－8011,札幌市北区太平１１条４丁目９－１７,011-774-4618,樋口　雅俊,樋口　雅俊 / 新規 / 令4. 10. 1,平28. 10. 1,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

316.0,02-3485-9,まさき歯科・小児歯科,〒060－0808,札幌市北区北８条西３丁目１３番地３ラ・クラッセ札幌ステーションフロント１Ｆ,011-756-4118,医療法人社団　ティーエムケー　理事長　工藤　真幸,工藤　真幸 / 交代 / 令4. 11. 1,平28. 11. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

317.0,02-3487-5,マドデンタルクリニック,〒002－8073,札幌市北区あいの里３条６丁目３－２７,011-778-2020,眞所　明弘,眞所　明弘 / 新規 / 令4. 11. 1,平28. 11. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

318.0,02-3488-3,このは歯科クリニック,〒001－0026,札幌市北区北２６条西１７丁目３番１２号,011-728-5454,医療法人社団　双葉,小林　有哉 / 新規 / 令5. 4. 1,平29. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

319.0,02-3492-5,太平歯科医院,〒002－8010,札幌市北区太平１０条３丁目３－１,011-772-6641,渡部　哲也,渡部　哲也 / 交代 / 令5. 7. 1,平29. 7. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

320.0,02-3493-3,医療法人社団　天祐会　ローズ歯科,〒002－8071,札幌市北区あいの里１条５丁目２番生協あいの里店２階,011-778-0814,医療法人社団　天祐会,佐藤　由蔵 / 交代 / 令5. 9. 1,平29. 9. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

321.0,02-3494-1,医療法人社団　中條歯科医院,〒001－0909,札幌市北区新琴似９条１１丁目１１番１５号,011-761-2115,医療法人社団　中條歯科医院,中條　英俊 / 移動 / 令5. 11. 1,平29. 11. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

322.0,02-3497-4,札幌しのろ歯科,〒002－8023,札幌市北区篠路３条３丁目１－２８,011-776-3301,杉村　佳洋,杉村　佳洋 / 新規 / 令6. 10. 1,平30. 10. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

323.0,02-3499-0,北海道医療大学在宅歯科診療所,〒002－8072,札幌市北区あいの里２条６丁目２番１,011-788-2761,学校法人　東日本学園,金本　路 / 新規 / 令7. 4. 1,平31. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

324.0,02-3501-3,医療法人社団　天祐会　北１８条駅前歯科,〒001－0017,札幌市北区北１７条西４丁目１番１号藤井ビル北１７条Ⅱ　３Ｆ,011-727-7000,医療法人社団　天祐会,金田　泰幸 / 交代 / 令元. 9. 1,令元. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

325.0,02-3502-1,医療法人　幸輪会　麻生ハピネス歯科クリニック,〒001－0037,札幌市北区北３７条西８丁目３番１３号前田ビル１階,011-756-6322,医療法人幸輪会,前田　輪嘉幹 / 新規 / 令元. 10. 1,令元. 10. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

326.0,02-3503-9,やちだ歯科クリニック,〒002－8081,札幌市北区百合が原９丁目１４番２号,011-299-5838,谷内田　渉,谷内田　渉 / 新規 / 令元. 11. 1,令元. 11. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

327.0,02-3504-7,歯科小野木医院,〒001－0901,札幌市北区新琴似１条４丁目７番２０号,011-762-6266,小野木　宏仲,小野木　宏仲 / 交代 / 令元. 12. 21,令元. 12. 21,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

328.0,02-3505-4,浦本歯科医院,〒001－0027,札幌市北区北２７条西４丁目２番１０号,011-716-5827,浦本　英二,浦本　英二 / 交代 / 令2. 1. 1,令2. 1. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

329.0,02-3506-2,新琴似うちだ歯科,〒001－0910,札幌市北区新琴似１０条７丁目７番１３号,011-763-8148,内田　知樹,内田　知樹 / 新規 / 令2. 2. 1,令2. 2. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

330.0,02-3507-0,こころファミリー歯科,〒001－0901,札幌市北区新琴似１条１２丁目６番５５号,011-769-5055,佐藤　邦彦,佐藤　邦彦 / 新規 / 令2. 7. 1,令2. 7. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

331.0,02-3508-8,たまき矯正歯科,〒060－0806,札幌市北区北６条西１丁目３番３８山京ビル　７Ｆ,011-756-5582,玉木　宏典,玉木　宏典 / 交代 / 令2. 4. 19,令2. 4. 19,矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

332.0,02-3510-4,南麻生にじいろ歯科クリニック,〒001－0034,札幌市北区北３４条西５丁目２番１号ＳＴ３４　２階,011-736-5530,医療法人社団　にじいろ会,松原　秀樹 / 組織変更 / 令3. 4. 1,令3. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

333.0,02-3511-2,医療法人社団　厚寿会　大浦歯科クリニック,〒002－0855,札幌市北区屯田５条７丁目１番７１号,011-374-8828,医療法人社団　厚寿会　大浦歯科クリニック,大浦　貴裕 / 組織変更 / 令3. 4. 1,令3. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

334.0,02-3512-0,ふれあいの杜歯科・こども歯科,〒001－0910,札幌市北区新琴似１０条１４丁目１２番１５号,011-764-8366,医療法人　地域包括歯科医療センター,虎谷　彌 / 組織変更 / 令3. 5. 1,令3. 5. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

335.0,02-3513-8,麻生デンタルクリニック,〒001－0040,札幌市北区北４０条西４丁目１ＡＳＡＢＵＬＡＮＤ　１階,011-726-1488,神島　奈穂子,神島　奈穂子 / 移動 / 令3. 7. 1,令3. 7. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

336.0,02-3514-6,セオリデンタルクリニック,〒002－8007,札幌市北区太平７条４丁目３番１号,011-500-2384,中田　世織,中田　世織 / 新規 / 令3. 8. 1,令3. 8. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

337.0,02-3515-3,札幌マスター歯科・矯正歯科クリニック,〒002－0858,札幌市北区屯田８条７丁目１０番１号,011-774-3718,和田　康久,和田　康久 / 移動 / 令3. 11. 1,令3. 11. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

338.0,02-3516-1,医療法人天馬会デンタルクス札幌澤野歯科,〒001－0026,札幌市北区北２６条西４丁目２番１３号,011-716-5655,医療法人天馬会,本城　さおり / 交代 / 令4. 1. 1,令4. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

339.0,02-3517-9,医療法人　アントン矯正歯科クリニック,〒060－0807,札幌市北区北７条西５丁目７番１号札幌北スカイビル１５階,011-707-8681,医療法人　アントン矯正歯科クリニック,土佐　博之 / 組織変更 / 令4. 4. 1,令4. 4. 1,矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

340.0,02-3519-5,すなやま歯科,〒002－8023,札幌市北区篠路３条７丁目９－１６,011-771-4646,砂山　和俊,砂山　和俊 / 新規 / 令5. 1. 1,令5. 1. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

341.0,02-3520-3,医療法人社団　千仁会ポラリス歯科・矯正歯科,〒060－0806,札幌市北区北６条西４丁目２番地７Ｊ１札幌北口ビル４階,011-729-6551,医療法人社団千仁会,表　明宏 / 新規 / 令5. 3. 1,令5. 3. 1,歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

342.0,02-3521-1,あさぶハート・デンタルクリニック,〒001－0037,札幌市北区北３７条西３丁目３番１２号,011-792-1530,医療法人新楓和会,日笠　紘志 / 新規 / 令5. 4. 1,令5. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

343.0,02-3522-9,北２４条かやの歯科クリニック,〒001－0022,札幌市北区北２２条西４丁目２－１２コモド２２　１Ｆ,011-708-6480,医療法人社団成嶺会,萱野　哲矢 / 組織変更 / 令5. 4. 1,令5. 4. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

344.0,02-3523-7,麻生ほんま歯科,〒001－0045,札幌市北区麻生町３丁目１０番１３号ＭＡビル　４階,011-758-6480,本間　成,本間　成 / 新規 / 令5. 7. 1,令5. 7. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

345.0,02-3524-5,医療法人社団　丸山歯科医院,〒060－0806,札幌市北区北６条西６丁目２番地１５三共電気６・６ビル,011-299-8211,医療法人社団　丸山歯科医院　理事長　丸山　弘明,丸山　弘明 / 移動 / 令5. 10. 23,令5. 10. 23,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

346.0,02-3525-2,医療法人社団　メモリアル会　メモリアル歯科,〒001－0024,札幌市北区北２４条西２丁目３番１号総合デジタル加工センター１階,011-746-2311,医療法人社団　メモリアル会　理事長　関口　孝浩,関口　孝浩 / 移動 / 令6. 1. 9,令6. 1. 9,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

347.0,02-3527-8,さくらデンタルクリニック,〒001－0045,札幌市北区麻生町３丁目１０－１キタコー麻生ビル１階,011-807-0648,山田　大将,山田　大将 / 新規 / 令6. 4. 1,令6. 4. 1,歯　小歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

348.0,02-3528-6,医療法人社団清誠会　清水歯科あさぶクリニック,〒001－0040,札幌市北区北４０条西４丁目２番５号藤井ビルＮ４０　１階,011-790-7356,医療法人社団清誠会　理事長　清水　則夫,清水　達哉 / 新規 / 令6. 6. 1,令6. 6. 1,歯　小歯　口腔外科　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

349.0,02-3529-4,札幌ステーションデンタル・歯科口腔外科・矯正歯科,〒060－0808,札幌市北区北８条西１丁目３番地さつきた８・１　Ａ棟３Ｆ,011-790-8602,医療法人　きむら歯科　理事長　木村　洋子,木村　翔馬 / 新規 / 令6. 6. 1,令6. 6. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

350.0,02-3530-2,拓北駅前歯科,〒002－8065,札幌市北区拓北５条２丁目１１－１８,011-774-7711,佐々木　翔太,佐々木　翔太 / 交代 / 令6. 4. 1,令6. 4. 1,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

351.0,02-3531-0,北大前　北１２条駅　歯科,〒001－0011,札幌市北区北１１条西３丁目２－２８,011-788-4618,鈴木　一矢,鈴木　一矢 / 新規 / 令6. 5. 1,令6. 5. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

352.0,02-3532-8,ボストン歯科,〒060－0807,札幌市北区北七条西５丁目８番地１北７条ヨシヤビル２階,011-736-7418,医療法人社団よつば会　理事長　外山　礼奈,首藤　伸 / 組織変更 / 令6. 5. 1,令6. 5. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

353.0,02-3533-6,北大前ハルニレ矯正歯科,〒001－0012,札幌市北区北１２条西３丁目２番２６号アルファスクエア北１２西３　１Ｆ,011-299-8015,髙草木　祐理,髙草木　祐理 / 新規 / 令6. 10. 1,令6. 10. 1,矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

354.0,02-3534-4,しんかわ中央歯科クリニック,〒001－0924,札幌市北区新川４条１丁目１－１８竹岡ビル１階,011-790-8222,内田　雄太,内田　雄太 / 新規 / 令6. 10. 1,令6. 10. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

355.0,02-3535-1,ぽん歯科・訪問歯科,〒001－0024,札幌市北区北２４条西１７丁目３－１,011-299-3622,斎藤　裕人,斎藤　裕人 / 新規 / 令7. 6. 1,令7. 6. 1,歯科　訪問歯科 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

356.0,03-3083-0,ホンマ歯科,〒065－0023,札幌市東区北２３条東１６丁目１番１８,011-782-2522,本間　壽晴,本間　壽晴 / 交代 / 令6. 9. 1,昭54. 9. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

357.0,03-3104-4,松村歯科医院,〒007－0801,札幌市東区東苗穂１条３丁目１番２０号セブンイレブン２階,011-784-1182,松村　芳明,松村　芳明 / 新規 / 令5. 4. 15,昭59. 4. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

358.0,03-3107-7,医療法人社団前田会　前田歯科医院,〒065－0012,札幌市東区北１２条東７丁目１番地,011-711-6733,医療法人社団前田会　前田歯科医院,前田　静一 / 組織変更 / 令5. 5. 1,昭59. 5. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

359.0,03-3114-3,白樺歯科医院,〒065－0010,札幌市東区北１０条東７丁目４番地村川ビル２階,011-712-4618,原田　良一,原田　良一 / 新規 / 令6. 4. 1,昭60. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

360.0,03-3122-6,アイ歯科,〒065－0023,札幌市東区北２３条東８丁目２番３号あららぎビル１階,011-722-8143,中井　利江子,中井　利江子 / 新規 / 令6. 9. 15,昭60. 9. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

361.0,03-3127-5,田中歯科矯正歯科クリニック,〒065－0023,札幌市東区北２３条東１９丁目３番１２号,011-781-0888,田中　大順,田中　大順 / 新規 / 令4. 2. 15,昭61. 2. 15,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

362.0,03-3133-3,庭瀬歯科医院,〒065－0031,札幌市東区北３１条東１丁目６番２６号エルカスティー３１,011-721-4181,庭瀬　利英,庭瀬　利英 / 移動 / 令4. 5. 15,昭61. 5. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

363.0,03-3142-4,竹中歯科医院,〒007－0841,札幌市東区北４１条東７丁目３番６号,011-711-6480,竹中　哲也,竹中　哲也 / 新規 / 令5. 6. 15,昭62. 6. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

364.0,03-3151-5,エル歯科クリニック,〒065－0022,札幌市東区北２２条東１５丁目４－１２,011-722-2812,大河　勝,大河　勝 / その他 / 令6. 5. 15,昭63. 5. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

365.0,03-3157-2,医療法人社団福歯会　中田歯科北３８条クリニック,〒007－0838,札幌市東区北３８条東８丁目２番３号,011-751-1671,医療法人社団福歯会　中田歯科医院,髙田　尚英 / 組織変更 / 令6. 8. 1,昭63. 8. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

366.0,03-3158-0,北愛歯科クリニック,〒065－0016,札幌市東区北１６条東１６丁目１番１３北愛メディカルビル３階,011-781-4646,大倉　秀顕,大倉　秀顕 / その他 / 令6. 9. 1,昭63. 9. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

367.0,03-3178-8,医療法人社団　鈴木歯科医院,〒065－0016,札幌市東区北１６条東１５丁目２番２２号,011-721-1148,医療法人社団　鈴木歯科医院,鈴木　史彦 / 組織変更 / 令4. 10. 1,平元. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

368.0,03-3179-6,医療法人社団　札苗歯科医院,〒007－0810,札幌市東区東苗穂１０条２丁目１０－３０,011-791-3751,医療法人社団　札苗歯科医院,片岡　秀 / 組織変更 / 令4. 10. 1,平元. 10. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

369.0,03-3180-4,医療法人社団志尚会　柳澤歯科医院,〒065－0024,札幌市東区北２４条東２１丁目１番地１,011-781-8833,医療法人社団志尚会　柳澤歯科医院,栁澤　健 / 組織変更 / 令4. 10. 1,平元. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

370.0,03-3181-2,医療法人社団　みなみ歯科医院,〒065－0043,札幌市東区苗穂町４丁目１番５号,011-704-1332,医療法人社団　みなみ歯科医院,南　謙二 / 組織変更 / 令4. 10. 1,平元. 10. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

371.0,03-3182-0,医療法人社団　多田歯科医院,〒007－0841,札幌市東区北４１条東４丁目２番１６号,011-752-1105,医療法人社団　多田歯科医院,多田　信幸 / 組織変更 / 令4. 10. 1,平元. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

372.0,03-3192-9,ハート歯科クリニック,〒065－0014,札幌市東区北１４条東３丁目１番３０号,011-723-6482,三浦　豊,三浦　豊 / 新規 / 令5. 4. 1,平2. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

373.0,03-3200-0,医療法人社団　豊島歯科医院,〒007－0808,札幌市東区東苗穂８条３丁目２番５号,011-791-0330,医療法人社団　豊島歯科医院,塚本　靖子 / 組織変更 / 令5. 7. 1,平2. 7. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

374.0,03-3218-2,久保田歯科医院,〒065－0015,札幌市東区北１５条東６丁目４番４４号,011-711-3529,久保田　祐司,久保田　祐司 / 交代 / 令6. 6. 29,平3. 6. 29,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

375.0,03-3222-4,おおの歯科クリニック,〒065－0000,札幌市東区２１条東２０丁目３番地１７,011-784-4618,大野　嗣月,大野　嗣月 / 新規 / 令3. 12. 1,平3. 12. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

376.0,03-3231-5,あらい歯科小児歯科医院,〒065－0015,札幌市東区北１５条東７丁目３２３番地６１フロンティア１５７　１階,011-742-8088,新井　桂,新井　桂 / 新規 / 令4. 7. 1,平4. 7. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

377.0,03-3235-6,はた歯科医院,〒065－0041,札幌市東区本町１条４丁目７番１号,011-785-5020,畑　宏幸,畑　宏幸 / 新規 / 令5. 4. 1,平5. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

378.0,03-3240-6,うおづ歯科医院,〒007－0804,札幌市東区東苗穂４条２丁目メディカル棟２階,011-785-3748,魚津　修司,魚津　修司 / 新規 / 令5. 7. 15,平5. 7. 15,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

379.0,03-3241-4,第一歯科クリニック,〒007－0836,札幌市東区北３６条東２３丁目５番２３号,011-786-5800,桐部　祐児,桐部　祐児 / 新規 / 令5. 9. 15,平5. 9. 15,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

380.0,03-3244-8,大谷歯科医院,〒065－0041,札幌市東区本町１条４丁目１番２０号,011-781-6686,大谷　修司,大谷　修司 / 交代 / 令6. 1. 1,平6. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

381.0,03-3250-5,医療法人社団歯正会　東豊歯科医院,〒007－0841,札幌市東区北４１条東１５丁目５２７番地９,011-723-5553,医療法人社団歯正会,谷内　正喜 / 組織変更 / 令6. 10. 1,平6. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

382.0,03-3254-7,田中歯科クリニック,〒007－0872,札幌市東区伏古１２条５丁目８番２５号,011-786-9730,田中　博己,田中　博己 / 新規 / 令3. 12. 1,平6. 12. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

