id,code,name,address,prefecture,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24


173.0,01-1739-5 / 盛医739,葛クリニック,〒020－0066,盛岡市上田四丁目２０番５９号,019-651-5433,佐々木　千恵子,佐々木　千恵子,平28. 3. 7 / 交代 / 令4. 3. 7,ひ　外　内　心内　婦,診療所 / 現存,,,,,,,,,,,,,,

174.0,01-1740-3 / 盛医740,工藤内科ハートクリニック,〒020－0871,盛岡市中ノ橋通一丁目７番１３号,019-653-6811,工藤　真大,工藤　真大,平28. 7. 1 / 交代 / 令4. 7. 1,循環器内科　呼内　消化器内科　内,診療所 / 現存,,,,,,,,,,,,,,

175.0,01-1743-7 / 盛医743,おおどおり鎌田内科クリニック,〒020－0022,盛岡市大通二丁目７番２３号,019-606-5161,医療法人　健貢会　理事長　鎌田　潤也,鎌田　潤也,平28. 10. 1 / 組織変更 / 令4. 10. 1,内　呼内　リハ　循環器内科,診療所 / 現存,,,,,,,,,,,,,,

176.0,01-1744-5 / 盛医744,医療法人社団　甲友会　栗原クリニック,〒020－0015,盛岡市本町通一丁目１６番４号,019-654-7123,医療法人社団　甲友会　理事長　土井　秀之,土井　秀之,平28. 10. 1 / 組織変更 / 令4. 10. 1,外　内,診療所 / 現存,,,,,,,,,,,,,,

177.0,01-1745-2 / 盛医745,夕顔瀬内科産婦人科医院,〒020－0064,盛岡市梨木町６番１２号,019-622-6519,牧野　かおり,牧野　かおり,平29. 1. 1 / 交代 / 令5. 1. 1,内　産婦,診療所 / 現存,,,,,,,,,,,,,,

178.0,01-1750-2 / 盛医750,森眼科クリニック,〒020－0034,盛岡市盛岡駅前通１０番２２号,019-604-1150,医療法人社団緑翠堂　理事長　森　春樹,森　敏郎,平29. 9. 1 / 組織変更 / 令5. 9. 1,眼,診療所 / 現存,,,,,,,,,,,,,,

179.0,01-1751-0 / 盛医751,みやもと内科クリニック,〒020－0143,盛岡市上厨川字杉原１０１番地４,019-601-3810,宮本　康弘,宮本　康弘,平29. 11. 20 / 新規 / 令5. 11. 20,内　消化器内科　肝臓内科　内視鏡内科,診療所 / 現存,,,,,,,,,,,,,,

180.0,01-1753-6 / 盛医753,なないろのとびら診療所,〒020－0861,盛岡市仙北二丁目１番２０号,019-601-3101,松嶋　大,松嶋　大,平29. 11. 1 / 移動 / 令5. 11. 1,内　老年内科,診療所 / 現存,,,,,,,,,,,,,,

181.0,01-1754-4 / 盛医754,もりおか往診ホームケアクリニック,〒020－0857,盛岡市北飯岡三丁目２０番３号,019-614-0133,医療法人葵会　理事長　木村　幸博,木村　幸博,平29. 11. 1 / 移動 / 令5. 11. 1,一般　　 / 一般     19 / 内　外　消化器内科　神内　脳外,診療所 / 現存,,,,,,,,,,,,,,

182.0,01-1755-1 / 盛医755,いしい内科・糖尿病クリニック,〒020－0871,盛岡市中ノ橋通一丁目４番２０号水晶堂ビル４階,019-601-2277,石井　基嗣,石井　基嗣,平30. 2. 1 / 交代 / 令6. 2. 1,内　整外　糖尿病内科　消化器内科,診療所 / 現存,,,,,,,,,,,,,,

183.0,01-1756-9 / 盛医756,森田小児科医院,〒020－0117,盛岡市緑が丘四丁目１番５０号アスティ緑が丘１Ｆ,019-662-3326,医療法人　ハレルヤ会　理事長　森田　順,森田　順,平30. 4. 1 / 移動 / 令6. 4. 1,小,診療所 / 現存,,,,,,,,,,,,,,

184.0,01-1757-7 / 盛医757,循環器内科　金矢クリニック,〒020－0838,盛岡市津志田中央三丁目７番７号,019-601-2900,金矢　宣紀,金矢　宣紀,平30. 4. 17 / 新規 / 令6. 4. 17,循環器内科　内,診療所 / 現存,,,,,,,,,,,,,,

185.0,01-1759-3 / 盛医759,長橋皮ふ科クリニック,〒020－0146,盛岡市長橋町３８番７号,019-613-2121,瀬川　春奈,瀬川　春奈,平30. 7. 20 / 新規 / 令6. 7. 20,皮　内　小児皮膚科,診療所 / 現存,,,,,,,,,,,,,,

186.0,01-1760-1 / 盛医760,医療法人純仁会　盛岡前潟眼科,〒020－0148,盛岡市前潟四丁目７番１号イオンモール２階,019-601-5517,医療法人純仁会　理事長　西原　仁,西原　仁,平30. 8. 1 / 組織変更 / 令6. 8. 1,眼,診療所 / 現存,,,,,,,,,,,,,,

187.0,01-1761-9 / 盛医761,三本柳かんのクリニック,〒020－0831,盛岡市三本柳２３地割１０番地５,019-638-7070,菅野　公徳,菅野　公徳,平30. 10. 11 / 新規 / 令6. 10. 11,外　内　整外　リハ　消化器内科,診療所 / 現存,,,,,,,,,,,,,,

188.0,01-1762-7 / 盛医762,みうら産婦人科医院,〒020－0855,盛岡市上鹿妻田貝１１番地１,019-658-1139,医療法人一舟会　理事長　三浦　達雄,三浦　自雄,平30. 9. 13 / 移動 / 令6. 9. 13,一般　　 / 一般     16 / 産婦,診療所 / 現存,,,,,,,,,,,,,,

189.0,01-1764-3 / 盛医764,原田内科脳神経機能クリニック,〒020－0004,盛岡市山岸三丁目２番１号,019-662-7533,医療法人明心会　理事長　原田　達男,原田　達男,平30. 12. 1 / 組織変更 / 令6. 12. 1,内　脳外　心内　精　リハ,診療所 / 現存,,,,,,,,,,,,,,

190.0,01-1765-0 / 盛医765,医療法人社団　桂会　かつら内科クリニック,〒020－0866,盛岡市本宮字小板小瀬１３番２,019-658-1223,医療法人社団桂会　理事長　桂　泰鴻,桂　永行,平31. 2. 1 / 組織変更 / 令7. 2. 1,内　消化器内科　神内,診療所 / 現存,,,,,,,,,,,,,,

191.0,01-1767-6 / 盛医767,佐藤皮膚科医院,〒020－0133,盛岡市青山三丁目７番３０号,019-646-5311,医療法人　佐藤皮膚科医院　理事長　佐藤　隆亮,佐藤　隆亮,平31. 2. 12 / 移動 / 令7. 2. 12,皮　耳い,診療所 / 現存,,,,,,,,,,,,,,

192.0,01-1768-4 / 盛医768,都南眼科,〒020－0834,盛岡市永井２３地割７番地２,019-637-8805,高橋　譲,高橋　譲,平31. 4. 1 / 交代 / 令7. 4. 1,眼,診療所 / 現存,,,,,,,,,,,,,,

193.0,01-1769-2 / (01,3462,8) / 盛医769,子どもは未来もりおかこどもクリニック,〒020－0102,盛岡市上田字松屋敷１１番地１４,019-656-1366 / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 5 / (医　　　　 4) / (歯　　　　 1),社会福祉法人岩手愛児会　会長　藤澤　昇,米沢　俊一,平31. 4. 1 / 組織変更 / 令7. 4. 1,小　小歯　児童精神科,診療所 / 現存,,,,,,,,,,,,,,

194.0,01-1770-0 / 盛医770,みんなのクリニック,〒020－0122,盛岡市みたけ二丁目２１番４２号,019-656-0165,医療法人宏和会　理事長　斉藤　宏之,斉藤　宏之,令元. 5. 1 / 移動 / 令7. 5. 1,内,診療所 / 現存,,,,,,,,,,,,,,

195.0,01-1772-6 / 盛医772,まさと脳神経内科クリニック,〒020－0851,盛岡市向中野五丁目１８番３０号,019-601-5800,金　正門,金　正門,令元. 5. 22 / 新規 / 令7. 5. 22,内　脳内,診療所 / 現存,,,,,,,,,,,,,,

196.0,01-1773-4 / 盛医773,こずかたクリニック,〒020－0839,盛岡市津志田南三丁目１４番８８号,019-637-1112,川口　雅一,川口　雅一,令元. 5. 14 / 新規 / 令7. 5. 14,皮　形外,診療所 / 現存,,,,,,,,,,,,,,

197.0,01-1774-2 / 盛医774,大手先内科循環器クリニック,〒020－0015,盛岡市本町通一丁目８番９号,019-651-2150,織笠　俊樹,織笠　俊樹,令元. 6. 1 / 交代 / 令7. 6. 1,循環器内科　内科、糖尿病内科　消化器内科　呼内,診療所 / 現存,,,,,,,,,,,,,,

198.0,01-1775-9 / 盛医775,京野アートクリニック盛岡,〒020－0034,盛岡市盛岡駅前通１５－５ワールドインＧＥＮプラザ３階,019-613-4124,医療法人社団レディースクリニック京野　理事長　京野　廣一,熊谷　仁,令元. 8. 1 / 新規 / 令元. 8. 1,婦　ひ,診療所 / 現存,,,,,,,,,,,,,,

199.0,01-1776-7 / 盛医776,ちばクリニック,〒020－0021,盛岡市中央通三丁目１番１０号,019-605-8300,医療法人　歴程　理事長　千葉　直樹,千葉　直樹,令元. 8. 1 / 組織変更 / 令元. 8. 1,循環器内科　内,診療所 / 現存,,,,,,,,,,,,,,

200.0,01-1777-5 / 盛医777,大浦内科・歯科クリニック,〒020－0836,盛岡市津志田西二丁目１３番３号,019-639-3315,医療法人　泰悠会　理事長　大浦　慎之介,大浦　慎之介,令元. 9. 1 / 組織変更 / 令元. 9. 1,内　呼内　小　アレ　歯　矯歯　小歯,診療所 / 現存,,,,,,,,,,,,,,

201.0,01-1779-1 / 盛医779,岩手医科大学附属内丸メディカルセンター,〒020－0023,盛岡市内丸１９番１号,019-613-6111,学校法人岩手医科大学　理事長　祖父江　憲治,下沖　収,令元. 9. 21 / 新規 / 令元. 9. 21,一般　　 / 一般     50 / 内科、肝臓内科、糖尿病・代謝内科、内分泌内科　外科、消化器外科、肝臓外科、気管食道外科、乳腺外科　消化器内科　腎臓内科、老年内科、血液・腫瘍内科　循環器内科　呼内　心内　アレ　脳内　整外　リハ　脳外　リウ　婦　耳い　眼　皮　ひ　臨床　歯　矯歯　小歯　歯外,病院 / 現存,,,,,,,,,,,,,,

202.0,01-1780-9 / 盛医780,久喜内科・脳神経内科医院,〒020－0117,盛岡市緑が丘３丁目２－３４,019-662-7177,久喜　寛之,久喜　寛之,令元. 9. 1 / 新規 / 令元. 9. 1,内　脳内,診療所 / 現存,,,,,,,,,,,,,,

203.0,01-1783-3 / 盛医783,みたけ消化器内科クリニック,〒020－0122,盛岡市みたけ４丁目１１－４６,019-641-8511,齊藤　慎二,齊藤　慎二,令元. 12. 9 / 新規 / 令元. 12. 9,内科、肝臓・胆のう・膵臓内科、糖尿病・脂質代謝内科　胃腸内科（内視鏡）,診療所 / 現存,,,,,,,,,,,,,,

204.0,01-1784-1 / 盛医784,くわた脳神経外科クリニック,〒020－0857,盛岡市北飯岡１丁目２－６８,019-656-5636,医療法人知哉会　理事長　桑田　知之,桑田　知之,令2. 4. 1 / 組織変更 / 令2. 4. 1,脳外　神内　外　整外　リハ,診療所 / 現存,,,,,,,,,,,,,,

205.0,01-1785-8 / 盛医785,もりおか心のクリニック,〒020－0866,盛岡市本宮六丁目１番４８号,019-613-6677,医療法人ひまわり　理事長　上田　均,上田　均,令2. 4. 1 / 組織変更 / 令2. 4. 1,精　心内,診療所 / 現存,,,,,,,,,,,,,,

206.0,01-1786-6 / 盛医786,村井産婦人科・小児歯科医院,〒020－0851,盛岡市向中野字道明５５番地,019-636-2211,医療法人村井医院　理事長　村井　雄司,村井　正俊,令2. 6. 1 / 移動 / 令2. 6. 1,一般　　 / 一般     14 / 産婦　小歯　歯　矯歯,診療所 / 現存,,,,,,,,,,,,,,

207.0,01-1793-2 / 盛医793,こたに内科・甲状腺クリニック,〒020－0143,盛岡市上厨川字横長根７６番地３,019-681-8818,小谷　康慈,小谷　康慈,令3. 7. 19 / 新規 / 令3. 7. 19,内　内分泌内科,診療所 / 現存,,,,,,,,,,,,,,

208.0,01-1794-0 / 盛医794,玉田眼科,〒020－0861,盛岡市仙北二丁目１番９号,019-635-8388,医療法人　明拓会　理事長　玉田　邦房,玉田　邦房,令3. 9. 15 / 移動 / 令3. 9. 15,眼,診療所 / 現存,,,,,,,,,,,,,,

209.0,01-1795-7 / 盛医795,たかはし眼科,〒020－0866,盛岡市本宮字小板小瀬１３番地１,019-656-3366,医療法人たかはし眼科　理事長　髙橋　俊明,髙橋　俊明,令3. 11. 1 / 組織変更 / 令3. 11. 1,眼,診療所 / 現存,,,,,,,,,,,,,,

210.0,01-1796-5 / 盛医796,なかつか消化器内科クリニック,〒020－0052,盛岡市中太田新田２５番地２７０,019-613-2727,中塚　明彦,中塚　明彦,令3. 12. 7 / 新規 / 令3. 12. 7,消化器内科　内,診療所 / 現存,,,,,,,,,,,,,,

211.0,01-1797-3 / 盛医797,公園通りクリニック,〒020－0024,盛岡市菜園一丁目６番１３号公園通りプラザビル２階,019-625-3008,医療法人社団愛和会　理事長　田中　英治,才川　博敬,令4. 1. 1 / 新規 / 令4. 1. 1,呼内　内　アレ,診療所 / 現存,,,,,,,,,,,,,,

212.0,01-1799-9 / 盛医799,盛岡北心療クリニック,〒020－0121,盛岡市月が丘三丁目２９番２号,019-643-0321,医療法人社団　明琴会　理事長　吉田　智之,吉田　智之,令4. 4. 1 / 組織変更 / 令4. 4. 1,心内　精,診療所 / 現存,,,,,,,,,,,,,,

213.0,01-1800-5 / 盛医800,ちえ内科・外科クリニック,〒020－0066,盛岡市上田一丁目１番１９号,019-601-6615,伊藤　千絵,伊藤　千絵,令4. 5. 18 / 新規 / 令4. 5. 18,内　外,診療所 / 現存,,,,,,,,,,,,,,

214.0,01-1801-3 / 盛医801,医療法人千藤了会　久保田医院,〒020－0147,盛岡市大館町２６番１０号,019-646-9090,医療法人千藤了会　理事長　久保田　公宜,久保田　公宜,令4. 6. 1 / 移動 / 令4. 6. 1,呼内　アレ　内　消化器内科,診療所 / 現存,,,,,,,,,,,,,,

215.0,01-1802-1 / 盛医802,ぱっちり眼科クリニック,〒020－0034,盛岡市盛岡駅前通１番４４号盛岡ターミナルビルフェザン本館３階,019-624-0251,医療法人ひとみ会　理事長　菊地　泰弘,髙橋　恵里子,令4. 10. 28 / 移動 / 令4. 10. 28,眼,診療所 / 現存,,,,,,,,,,,,,,

216.0,01-1803-9 / 盛医803,大澤クリニック,〒020－0822,盛岡市茶畑二丁目８番３号,019-652-0038,医療法人オオサワメディカル　理事長　大澤　宏之,大澤　宏之,令5. 4. 1 / 組織変更 / 令5. 4. 1,内　神内　脳外　整外　外　リハ　歯,診療所 / 現存,,,,,,,,,,,,,,

217.0,01-1804-7 / 盛医804,肴町皮フ科クリニック,〒020－0878,盛岡市肴町５番４号肴町ビル,019-606-1122,大西　正純,大西　正純,令5. 4. 1 / 新規 / 令5. 4. 1,皮,診療所 / 現存,,,,,,,,,,,,,,

218.0,01-1805-4 / 盛医805,盛岡ふじさわ整形外科クリニック,〒020－0866,盛岡市本宮三丁目９番１３号,019-613-5274,藤澤　博一,藤澤　博一,令5. 5. 10 / 新規 / 令5. 5. 10,整外　リウ　リハ,診療所 / 現存,,,,,,,,,,,,,,

219.0,01-1806-2 / 盛医806,西松園内科クリニック,〒020－0103,盛岡市西松園三丁目２２番１号,019-662-1622,滝川　佐波子,滝川　佐波子,令5. 6. 1 / 交代 / 令5. 6. 1,内　消化器内科,診療所 / 現存,,,,,,,,,,,,,,

220.0,01-1807-0 / 盛医807,本間内科医院,〒020－0066,盛岡市上田二丁目２０番１３号,019-622-5970,本間　博之,本間　博之,令5. 6. 1 / 交代 / 令5. 6. 1,内,診療所 / 現存,,,,,,,,,,,,,,

221.0,01-1808-8 / 盛医808,内科・訪問診療　夕顔瀬橋クリニック,〒020－0032,盛岡市夕顔瀬町４番３２号,090-7071-1739,本間　博,本間　博,令5. 8. 1 / 新規 / 令5. 8. 1,内,診療所 / 現存,,,,,,,,,,,,,,

222.0,01-1809-6 / 盛医809,たかしクリニック,〒020－0862,盛岡市東仙北二丁目４番２８号,019-681-6731,黒田　敬,黒田　敬,令5. 8. 21 / 移動 / 令5. 8. 21,内　外　整外　皮　形外,診療所 / 現存,,,,,,,,,,,,,,

223.0,01-1810-4 / 盛医810,医療法人菅原大通りクリニック,〒020－0022,盛岡市大通一丁目３番４号,019-656-8037,医療法人菅原大通りクリニック　理事長　菅原　健,菅原　健,令5. 10. 1 / 新規 / 令5. 10. 1,血液内科　消化器内科　呼内　循環器内科　糖尿病・脂質代謝内科、アレルギー疾患内科,診療所 / 現存,,,,,,,,,,,,,,

224.0,01-1811-2 / 盛医811,たにむらクリニック,〒020－0851,盛岡市向中野二丁目４２番１０号,019-601-2990,医療法人社団たにむらクリニック　理事長　谷村　武宏,谷村　武宏,令5. 11. 1 / 新規 / 令5. 11. 1,一般　　 / 一般     12 / 内　外　整外　リハ　乳腺外科　皮,診療所 / 現存,,,,,,,,,,,,,,

225.0,01-1812-0 / 盛医812,畑山レディスクリニック,〒020－0831,盛岡市三本柳２３地割６９番地１,019-613-7004,医療法人　すぐり会　理事長　畑山　寿緖,畑山　寿緖,令5. 11. 1 / 新規 / 令5. 11. 1,婦,診療所 / 現存,,,,,,,,,,,,,,

226.0,01-1813-8 / 盛医813,栃内病院,〒020－0864,盛岡市西仙北一丁目１５番７号,019-681-3575,医療法人巖桜会　理事長　白石　秀夫,白石　秀夫,令5. 10. 1 / 移動 / 令5. 10. 1,一般　　 / 一般     90 / 整外　内　外　形外　脳外　リハ　麻,病院 / 現存,,,,,,,,,,,,,,

227.0,01-1814-6 / 盛医814,松尾医院,〒020－0122,盛岡市みたけ二丁目２１番２３号,019-681-2916,松尾　鉄平,松尾　鉄平,令6. 2. 14 / 新規 / 令6. 2. 14,肛門外科　外　内,診療所 / 現存,,,,,,,,,,,,,,

228.0,01-1815-3 / 盛医815,駅前メンタルクリニック,〒020－0034,盛岡市盛岡駅前通９番１０号丸善ビル４Ｆ,019-606-5378,金森　一郎,金森　一郎,令6. 4. 1 / 交代 / 令6. 4. 1,精　心内　内,診療所 / 現存,,,,,,,,,,,,,,

229.0,01-1816-1 / 盛医816,映画館通りキザワ眼科,〒020－0024,盛岡市菜園一丁目１２番１８号,019-613-2377,木澤　純也,木澤　純也,令6. 4. 11 / 新規 / 令6. 4. 11,眼,診療所 / 現存,,,,,,,,,,,,,,

230.0,01-1817-9 / 盛医817,とみさわ甲状腺・乳腺と日帰り手術のクリニック盛岡,〒020－0024,盛岡市菜園一丁目５番２３号,019-681-3652,医療法人Ｔ＆Ｂ　理事長　冨澤　勇貴,冨澤　勇貴,令6. 4. 1 / 組織変更 / 令6. 4. 1,頸部外科　乳腺外科　内分泌外科　内分泌内科,診療所 / 現存,,,,,,,,,,,,,,

231.0,01-1818-7 / 盛医818,いわてスポーツ・整形外科クリニック,〒020－0851,盛岡市向中野字細谷地１１４番地,019-681-7370,和田　知樹,和田　知樹,令6. 5. 1 / 新規 / 令6. 5. 1,整外　リハ,診療所 / 現存,,,,,,,,,,,,,,

232.0,01-1819-5 / 盛医819,しおはたファミリークリニック,〒020－0871,盛岡市中ノ橋通一丁目６番８号ｍｏｎａｋａ３階,019-656-7339,塩畑　健,塩畑　健,令6. 7. 11 / 新規 / 令6. 7. 11,小　内,診療所 / 現存,,,,,,,,,,,,,,

233.0,01-1820-3 / 盛医820,とりょう腎・泌尿器科クリニック,〒020－0871,盛岡市中ノ橋通一丁目６番８号ｍｏｎａｋａ３階,019-601-3170,松浦　朋彦,松浦　朋彦,令6. 7. 11 / 新規 / 令6. 7. 11,ひ　腎臓内科　内,診療所 / 現存,,,,,,,,,,,,,,

234.0,01-1821-1 / 盛医821,あべ脳神経内科・物忘れクリニック,〒020－0871,盛岡市中ノ橋通一丁目６番８号ｍｏｎａｋａ３階,019-606-3711,医療法人　あべ神経内科クリニック　理事長　阿部　隆志,阿部　隆志,令6. 7. 11 / 移動 / 令6. 7. 11,脳内　内　リハ,診療所 / 現存,,,,,,,,,,,,,,

235.0,01-1822-9 / 盛医822,石部整形外科クリニック,〒020－0887,盛岡市上ノ橋町１番５４号,019-601-8921,医療法人愛恵会　理事長　石部　禎,石部　頼子,令6. 10. 2 / 新規 / 令6. 10. 2,整外　リハ,診療所 / 現存,,,,,,,,,,,,,,

236.0,01-1823-7 / 盛医823,いわて飯岡駅前内科クリニック,〒020－0834,盛岡市永井１７地割３６番地１,019-637-1177,医療法人Ａｋａｈａｉ　理事長　小穴　修平,小穴　修平,令6. 10. 1 / 組織変更 / 令6. 10. 1,内　消化器内科、内視鏡科、肝臓内科、糖尿病内科,診療所 / 現存,,,,,,,,,,,,,,

237.0,01-1824-5 / 盛医824,大日向医院,〒020－0114,盛岡市高松二丁目９番９号,019-662-5530,医療法人社団大日向医院　理事長　大日向　玲紀,髙橋　麻依,令6. 10. 1 / 組織変更 / 令6. 10. 1,腎臓内科（人工透析）　ひ　消化器内科　内,診療所 / 現存,,,,,,,,,,,,,,

238.0,01-1825-2 / 盛医825,盛岡南皮膚科クリニック,〒020－0835,盛岡市津志田１５地割５０番地１,019-656-6825,馬場　俊右,馬場　俊右,令7. 4. 1 / 新規 / 令7. 4. 1,皮　美容皮膚科,診療所 / 現存,,,,,,,,,,,,,,

239.0,01-1826-0 / 盛医826,つしだ糖尿病内科・眼科クリニック,〒020－0835,盛岡市津志田１５地割５０番地１,019-681-8541,長澤　幹,長澤　幹,令7. 4. 1 / 新規 / 令7. 4. 1,糖尿病内科　内　眼,診療所 / 現存,,,,,,,,,,,,,,

240.0,01-1827-8 / 盛医827,エールクリニック盛岡,〒020－0871,盛岡市中ノ橋通１丁目４－２０水晶堂ビル５階,019-658-8282,菊地　大輝,菊地　大輝,令7. 4. 3 / 新規 / 令7. 4. 3,外　乳腺外科　内分泌内科　漢方内科　美容皮膚科,診療所 / 現存,,,,,,,,,,,,,,

241.0,01-1828-6 / 盛医828,こずかた南眼科,〒020－0837,盛岡市津志田町２丁目３番６４号,019-613-5420,江川　勲,江川　勲,令7. 4. 1 / 新規 / 令7. 4. 1,眼,診療所 / 現存,,,,,,,,,,,,,,

242.0,01-1829-4 / 盛医829,いしわりホームケアクリニック,〒020－0015,盛岡市本町通三丁目１９番３２号２Ｆ,019-613-6678,医療法人誠心会　理事長　池田　富好,中村　彰吾,令7. 3. 1 / 新規 / 令7. 3. 1,内　緩和ケア内科　精　麻,診療所 / 現存,,,,,,,,,,,,,,

243.0,01-1830-2 / 盛医830,盛岡おおうら脳神経内科クリニック,〒020－0133,盛岡市青山三丁目２７番５号,019-613-8007,大浦　一雅,大浦　一雅,令7. 5. 1 / 新規 / 令7. 5. 1,脳内　内,診療所 / 現存,,,,,,,,,,,,,,

244.0,01-1831-0 / 盛医831,盛南整形外科スポーツ＆リハビリテーション,〒020－0834,盛岡市永井２４地割３番地１,019-613-7171,菅原　敦,菅原　敦,令7. 5. 1 / 新規 / 令7. 5. 1,整外　リウ　リハ,診療所 / 現存,,,,,,,,,,,,,,

245.0,01-1832-8 / 盛医832,くぼ脳神経外科・頭痛クリニック,〒020－0835,盛岡市津志田１６－１７－２,019-639-0123,久保　慶高,久保　慶高,令7. 4. 1 / 交代 / 令7. 4. 1,脳外　リハ　整外　内　外,診療所 / 現存,,,,,,,,,,,,,,

246.0,01-1833-6 / 盛医833,訪問診療クリニックみるまえ,〒020－0833,盛岡市西見前１３地割１７４,019-681-7440,特定非営利活動法人豊心会　理事長　直島　昌代,直島　君成,令7. 6. 1 / 新規 / 令7. 6. 1,内　外,診療所 / 現存,,,,,,,,,,,,,,

247.0,01-1834-4 / 盛医834,さいとう小児科クリニック,〒020－0121,盛岡市月が丘二丁目２番６０号,019-643-7171,医療法人拓帆会　理事長　齋藤　明宏,齋藤　明宏,令7. 5. 1 / 組織変更 / 令7. 5. 1,小,診療所 / 現存,,,,,,,,,,,,,,

248.0,01-1835-1 / 盛医835,小坂消化器内科クリニック,〒020－0834,盛岡市永井２４地割３番地７,019-605-6050,医療法人七星会　理事長　小坂　崇,小坂　崇,令7. 5. 1 / 移動 / 令7. 5. 1,内　消化器内科　内視鏡内科,病院 / 現存,,,,,,,,,,,,,,

249.0,01-1836-9 / 盛医836,茶畑内科消化器内科クリニック,〒020－0822,盛岡市茶畑一丁目８番２号,019-613-3107,医療法人あさくらクリニック　理事長　朝倉　慎一,安孫子　幸人,令7. 6. 1 / 新規 / 令7. 6. 1,内　消化器内科,診療所 / 現存,,,,,,,,,,,,,,

250.0,02-1023-2 / 宮医23,宮古山口病院,〒027－0063,宮古市山口五丁目３番２０号,0193-62-3945,社団医療法人新和会　理事長　及川　穣,及川　暁,昭45. 2. 10 / 組織変更 / 令6. 2. 10,精神　　 / 精神    340 / 精　内　脳外　脳内　歯,病院 / 現存,,,,,,,,,,,,,,

251.0,02-1027-3 / 宮医27,三陸病院,〒027－0048,宮古市板屋一丁目６番３６号,0193-62-7021,医療法人財団正清会　理事長　三浦　正之,三浦　正之,昭46. 1. 20 / 新規 / 令4. 1. 20,精神　　 / 精神    170 / 精　内　麻,病院 / 現存,,,,,,,,,,,,,,

252.0,02-1029-9 / 宮医29,岩手県立宮古病院附属重茂診療所,〒027－0111,宮古市重茂第１地割３７番地の１,0193-68-2117,岩手県　代表者　県立病院等事業管理者　医療局長　小原　重幸,佐藤　一,昭46. 12. 1 / 新規 / 令4. 12. 1,内　外,診療所 / 現存,,,,,,,,,,,,,,

253.0,02-1050-5 / 宮医50,宮古第一病院,〒027－0074,宮古市保久田８番３７号,0193-62-3737,医療法人社団弘慈会　理事長　加藤　玲子,上野　充人,昭60. 7. 1 / 組織変更 / 令6. 7. 1,療養　　 / 療養    148 / 内　眼　リハ　歯　消化器内科　脳外　脳内,病院 / 療養病床 / 現存,,,,,,,,,,,,,,

254.0,02-1053-9 / 宮医53,山下眼科医院,〒027－0076,宮古市栄町１番１４号,0193-63-7080,医療法人　山下眼科医院　理事長　山下　博,山下　博,平元. 8. 1 / 組織変更 / 令4. 8. 1,一般　　 / 一般      6 / 眼,診療所 / 現存,,,,,,,,,,,,,,

255.0,02-1054-7 / 宮医54,関根内科小児科,〒027－0083,宮古市大通四丁目２番２１号,0193-62-2360,関根　英雄,関根　英雄,平元. 9. 6 / 交代 / 令4. 9. 6,内　小,診療所 / 現存,,,,,,,,,,,,,,

256.0,02-1055-4 / 宮医55,岩間耳鼻咽喉科医院,〒027－0061,宮古市西町二丁目２番３号,0193-63-4100,岩間　充,岩間　充,平2. 1. 4 / 新規 / 令5. 1. 4,耳い,診療所 / 現存,,,,,,,,,,,,,,

257.0,02-1056-2 / 宮医56,伊東産婦人科医院,〒027－0066,宮古市田の神一丁目３番７号,0193-64-4833,伊東　邦郎,伊東　邦郎,平4. 4. 1 / 新規 / 令4. 4. 1,一般　　      9 / 産婦,診療所 / 現存,,,,,,,,,,,,,,

258.0,02-1058-8 / 宮医58,岩手県立宮古病院,〒027－0096,宮古市崎鍬ケ崎第１地割１１番地２６,0193-62-4011,岩手県　代表者　県立病院等事業管理者　医療局長　小原　重幸,佐藤　一,平4. 6. 1 / 移動 / 令4. 6. 1,一般　　 / 一般    229 / 一般（感染） / 感染      4 / 結核　　     10 / 内　精　小　外　整外　脳外　皮　ひ　産婦　眼　耳い　放　心外　リハ　麻　形外　呼内　脳内　消化器内科　循環器内科,病院 / 現存,,,,,,,,,,,,,,

259.0,02-1059-6 / 宮医59,林整形外科内科医院,〒027－0061,宮古市西町三丁目３番７号,0193-64-6400,林　節,林　節,平5. 6. 1 / 新規 / 令5. 9. 1,整外　リハ　内　消化器内科,診療所 / 現存,,,,,,,,,,,,,,

260.0,02-1060-4 / 宮医60,松井内科医院,〒027－0086,宮古市新町４番３１号,0193-63-8500,松井　忠宣,松井　忠宣,平5. 6. 1 / 移動 / 令5. 9. 1,内,診療所 / 現存,,,,,,,,,,,,,,

261.0,02-1063-8 / 宮医63,岩見神経内科医院,〒027－0083,宮古市大通一丁目５番２号,0193-71-1500,岩見　億丈,岩見　億丈,平10. 8. 1 / 新規 / 令4. 8. 1,神内　内,診療所 / 現存,,,,,,,,,,,,,,

262.0,02-1064-6 / 宮医64,豊島医院,〒027－0075,宮古市和見町８番３０号,0193-62-2515,医療法人豊島医院　理事長　豊島　秀浩,豊島　秀浩,平10. 9. 1 / 組織変更 / 令4. 9. 1,外　小,診療所 / 現存,,,,,,,,,,,,,,

