id,code,name,address,prefecture,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
478.0,1511371,大崎ペインクリニック,〒989－6221,大崎市古川大宮３丁目８番１０号 / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 2 / (医　　　　 2),0229-22-1310,渡邉　秀和,渡邉　秀和 / 新規 / 令6. 8. 1,平30. 8. 1,麻　ペインクリニック内科　ペインクリニック外科 / 現存,診療所,,,,,,,,,,,,,,
479.0,1511389,やまと在宅診療所大崎,〒989－6115,大崎市古川駅東一丁目５番１７号 / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　11 / (医　　　　11),0229-91-8981,医療法人社団やまと　理事長　田上　佑輔,辻　薫菜子 / 移転 / 令2. 1. 1,令2. 1. 1,内　外 / 現存,診療所,,,,,,,,,,,,,,
480.0,1511405,寛内科胃腸科クリニック,〒989－6162,大崎市古川駅前大通一丁目１－１０ / 常　勤:　　　 1 / (医　　　　 1),0229-24-8822,医療法人藤仁会　理事長　佐藤　寛,佐藤　寛 / 組織変更 / 令6. 2. 1,令6. 2. 1,内　胃　消 / 現存,診療所,,,,,,,,,,,,,,
481.0,1511413,大崎クリニック,〒989－4102,大崎市鹿島台木間塚字小谷地４６３番地６ / 常　勤:　　　 1 / (医　　　　 1),0229-29-9002,医療法人而成会　理事長　松本　啓,松本　啓成 / 新規 / 令6. 10. 1,令6. 10. 1,整外　内　リハ / 現存,診療所,,,,,,,,,,,,,,
482.0,1511421,古川きたまち内科クリニック,〒989－6171,大崎市古川北町１丁目１－３ / 常　勤:　　　 1 / (医　　　　 1),0229-25-5151,須知　太郎,須知　太郎 / 新規 / 令7. 1. 1,令7. 1. 1,循環器内科　内 / 現存,診療所,,,,,,,,,,,,,,
483.0,1511439,佐々木医院,〒989－6175,大崎市古川諏訪１丁目３番３７号 / 常　勤:　　　 2 / (医　　　　 2),0229-22-2290,医療法人佐々木医院　理事長　佐々木　秀樹,佐々木　秀樹 / 組織変更 / 令7. 1. 1,令7. 1. 1,内　精　心内 / 現存,診療所,,,,,,,,,,,,,,
484.0,1511447,古川駅前メンタルクリニック,〒989－6162,大崎市古川駅前大通２丁目４－２６　３階 / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 1 / (医　　　　 1),0229-25-8801,岡崎　伸郎,岡崎　伸郎 / 新規 / 令7. 4. 1,令7. 4. 1,精　心内 / 現存,診療所,,,,,,,,,,,,,,
485.0,1511462,一般社団法人　片倉病院,〒989－6173,大崎市古川浦町１番３７号 / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　14 / (医　　　　14),0229-22-0016,一般社団法人　片倉病院　代表理事　片倉　康喜,片倉　康喜 / 組織変更 / 令7. 6. 1,令7. 6. 1 / 療養　　     40 / 内　呼　小　外　整外　脳外　神内　リハ　放　消,一般　　     32 / 現存,病院,,,,,,,,,,,,,,
486.0,1610025,長澤整形外科クリニック,〒981－3352,富谷市富ケ丘２－１１－１２ / 常　勤:　　　 1 / (医　　　　 1),022-358-7688,長澤　幸文,長澤　幸文 / 新規 / 令6. 10. 1,昭63. 10. 1,整外　リハ / 現存,診療所,,,,,,,,,,,,,,
487.0,1610066,富谷医院,〒981－3304,富谷市ひより台１－４５－１ / 常　勤:　　　 4 / (医　　　　 4),022-358-2872,医療法人社団益和会富谷医院　理事長　齋藤　陽孝,齋藤　千恵 / 組織変更 / 令4. 4. 1,平4. 4. 1 / 内　外　消　整外　産婦　皮　小　アレ,一般　　     16 / 現存,診療所,,,,,,,,,,,,,,
488.0,1610074,ちば小児科医院,〒981－3311,富谷市富谷北裏４７ / 常　勤:　　　 1 / (医　　　　 1),022-358-0601,千葉　淳,千葉　淳 / 新規 / 令6. 4. 1,平6. 4. 1,小 / 現存,診療所,,,,,,,,,,,,,,
489.0,1610082,渋谷クリニック,〒981－3362,富谷市日吉台２－３８－１０ / 常　勤:　　　 1 / (医　　　　 1),022-348-5211,医療法人和恩会　理事長　渋谷和彦,渋谷　和彦 / 組織変更 / 令4. 7. 1,平10. 7. 1,外　内　整外　皮　ひ　こう　リハ / 現存,診療所,,,,,,,,,,,,,,
490.0,1610108,医療法人明石台整形外科,〒981－3332,富谷市明石台２－２２－５ / 常　勤:　　　 1 / (医　　　　 1),022-351-2322,医療法人社団明石台整形外科　理事長　高村俊仁,高村　俊仁 / 組織変更 / 令5. 9. 1,平11. 7. 1,整外　外　リハ　内 / 現存,診療所,,,,,,,,,,,,,,
491.0,1610124 / (1630185),中谷クリニック,〒981－3341,富谷市成田２－１－３ / 常　勤:　　　 4 / (医　　　　 2) / (歯　　　　 2) / 非常勤:　　　 4 / (歯　　　　 4),022-351-8020,医療法人社団中谷クリニック　理事長　中谷　良子,中谷　俊彦 / 移転 / 令3. 6. 1,平15. 6. 1,耳い　歯　歯外 / 現存,診療所,,,,,,,,,,,,,,
492.0,1610132,いとうクリニック,〒981－3341,富谷市成田４－１－１１ / 常　勤:　　　 1 / (医　　　　 1),022-348-3051,医療法人社団みらい　理事長　伊藤　一弘,伊藤　一弘 / 組織変更 / 令5. 1. 1,平17. 1. 1,外　内　小　消　こう / 現存,診療所,,,,,,,,,,,,,,
493.0,1610140,新富谷Ｓ・Ｓレディースクリニック,〒981－3341,富谷市成田９－１－２０ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 2 / (医　　　　 2),022-348-3534,医療法人社団Ｓ・Ｓレディースクリニック　理事長　遠藤　敦,遠藤　敦 / 新規 / 令5. 9. 1,平17. 7. 1 / 産　婦,一般　　     19 / 現存,診療所,,,,,,,,,,,,,,
494.0,1610157 / (1630193),富谷中央病院,〒981－3328,富谷市上桜木２－１－６ / 常　勤:　　　 9 / (医　　　　 8) / (歯　　　　 1) / 非常勤:　　　11 / (医　　　　11),022-779-1470,医療法人盟陽会　理事長　道又　勇一,佐々木　修一 / 新規 / 令5. 10. 1,平17. 10. 1 / 療養　　    110 / 内　呼内　皮　歯　眼　糖尿病内科　消化器内科　循環器内科　人工透析内科,一般　　     54 / 現存,病院,,,,,,,,,,,,,,
495.0,1610173,医療法人社団上桜木しんがい脳神経外科,〒981－3328,宮城県富谷市上桜木２－３－１４ / 常　勤:　　　 1 / (医　　　　 1),022-779-1377,医療法人　社団　上桜木しんがい脳神経外科　理事長　新海　準二,新海　準二 / 組織変更 / 令7. 1. 1,平19. 1. 1,脳神経外科　神内　内　外 / 現存,診療所,,,,,,,,,,,,,,
496.0,1610181,日吉台きむら内科,〒981－3362,富谷市日吉台１－２１－１ / 常　勤:　　　 1 / (医　　　　 1),022-348-0722,医療法人　社団　日吉台きむら内科　理事長　木村　克巳,木村　克巳 / 組織変更 / 令7. 1. 1,平19. 1. 1,内　消　循　呼 / 現存,診療所,,,,,,,,,,,,,,
497.0,1610199,のりこ小児科,〒981－3362,富谷市日吉台２－２４－２ / 常　勤:　　　 1 / (医　　　　 1),022-358-1212,医療法人社団　ひかる会　理事長　佐藤　紀子,佐藤　紀子 / 組織変更 / 令7. 1. 1,平19. 1. 1,小 / 現存,診療所,,,,,,,,,,,,,,
498.0,1610207,仙台リハビリテーション病院,〒981－3341,富谷市成田１－３－１ / 常　勤:　　　 6 / (医　　　　 6) / 非常勤:　　　15 / (医　　　　15),022-351-8118,医療法人社団　脳健会　理事長　廣田　省三,渡辺　裕志 / 新規 / 令2. 4. 1,平20. 4. 1 / リハ　内　脳外,療養　　     82 / 現存,病院,,,,,,,,,,,,,,
499.0,1610215,なりた耳鼻咽喉科,〒981－3341,富谷市成田４－１８－８ / 常　勤:　　　 1 / (医　　　　 1),022-344-6208,吉田　征之,吉田　征之 / 新規 / 令3. 8. 1,平21. 8. 1,耳い / 現存,診療所,,,,,,,,,,,,,,
500.0,1610223,あかいし台眼科,〒981－3332,富谷市明石台６－１－２０ / 常　勤:　　　 1 / (医　　　　 1),022-346-1719,村上　和子,村上　和子 / 新規 / 令4. 9. 1,平22. 9. 1,眼 / 現存,診療所,,,,,,,,,,,,,,
501.0,1610231,大清水内科クリニック,〒981－3329,富谷市大清水１－２－３ / 常　勤:　　　 1 / (医　　　　 1),022-346-0482,佐野　浩史,佐野　浩史 / 新規 / 令4. 9. 1,平22. 9. 1,内　循 / 現存,診療所,,,,,,,,,,,,,,
502.0,1610249,富谷ファミリーメンタルクリニック,〒981－3328,富谷市上桜木２－３－６ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 1 / (医　　　　 1),022-725-4156,佐藤　宗一郎,佐藤　宗一郎 / 新規 / 令2. 4. 1,平26. 4. 1,精　心内 / 現存,診療所,,,,,,,,,,,,,,
503.0,1610272,やすこ女性クリニック,〒981－3332,富谷市明石台６－１－２０ / 常　勤:　　　 1 / (医　　　　 1),022-342-1255,酒井　安子,酒井　安子 / 新規 / 令4. 11. 1,平28. 11. 1,婦　産　内 / 現存,診療所,,,,,,,,,,,,,,
504.0,1610280,明石台こどもクリニック,〒981－3332,富谷市明石台六丁目１番地２０ / 常　勤:　　　 1 / (医　　　　 1),022-725-8815,医療法人　明葉会　理事長　遠藤　泰史,遠藤　泰史 / 組織変更 / 令5. 7. 1,平29. 7. 1,小　アレ / 現存,診療所,,,,,,,,,,,,,,
505.0,1610306,医療法人社団交鐘会　あおぞら在宅診療所富谷仙台,〒981－3361,富谷市あけの平二丁目３番地８ / 常　勤:　　　 1 / (医　　　　 1),022-342-1097,医療法人社団交鐘会　理事長　吉岡　雄樹,神部　陽子 / 移転 / 令7. 4. 1,平31. 4. 1,内 / 現存,診療所,,,,,,,,,,,,,,
506.0,1610314,Ｔｏｗｎ　Ｃｌｉｎｉｃ　ｅｎ,〒981－3332,富谷市明石台七丁目１番５ / 常　勤:　　　 3 / (医　　　　 3) / 非常勤:　　　 1 / (医　　　　 1),022-358-1976,医療法人恵尚会　理事長　鵜木　和久,鎌田　文顕 / 移転 / 令7. 5. 1,令元. 5. 1,小　内　呼内 / 現存,診療所,,,,,,,,,,,,,,
507.0,1610322,富ケ丘内科・アレルギー科,〒981－3352,富谷市富ケ丘二丁目１１番４４号 / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 2 / (医　　　　 2),022-343-5512,医療法人社団　健秀会　理事長　中澤　秀喜,鳴海　創大 / 新規 / 令元. 10. 1,令元. 10. 1,内科　循環器内科　胃腸内科　呼内　アレ　小　腎臓内科　糖尿病内科 / 現存,診療所,,,,,,,,,,,,,,
508.0,1610330,たいとみ胃腸内科医院,〒981－3362,富谷市日吉台二丁目３４－２－１ / 常　勤:　　　 1 / (医　　　　 1),022-725-7201,梅村　賢,梅村　賢 / 新規 / 令2. 5. 1,令2. 5. 1,胃腸内科　消化器内科　糖尿病代謝内科　内科 / 現存,診療所,,,,,,,,,,,,,,
509.0,1610348,佐藤病院,〒981－3302,富谷市三ノ関坂ノ下１１６－１ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 4 / (医　　　　 4),022-358-6855,医療法人社団蔵王会　理事長　黒木　奈月,佐藤　博俊 / 交代 / 令4. 6. 1,令4. 6. 1 / 精　神内,精神　　    123 / 現存,病院,,,,,,,,,,,,,,
510.0,1610355,宮城県済生会こどもクリニック,〒981－3341,富谷市成田８丁目４－６ / 常　勤:　　　 2 / (医　　　　 2),022-351-5151,社会福祉法人恩賜財団済生会支部宮城県済生会　支部長　本木　隆,内田　崇 / 新規 / 令5. 8. 17,令5. 8. 17,小 / 現存,診療所,,,,,,,,,,,,,,
511.0,1610363,明石台内科循環器科医院,〒981－3332,富谷市明石台５丁目１－４ / 常　勤:　　　 1 / (医　　　　 1),022-343-6086,翁長　春貴,翁長　春貴 / 新規 / 令5. 12. 1,令5. 12. 1,内　循 / 現存,診療所,,,,,,,,,,,,,,
512.0,1610371,くまのみ皮ふ科クリニック,〒981－3352,富谷市富ケ丘２丁目１１－４３ / 常　勤:　　　 1 / (医　　　　 1),022-341-8831,浅井　大志,浅井　大志 / 新規 / 令6. 7. 1,令6. 7. 1,皮　小児皮膚科 / 現存,診療所,,,,,,,,,,,,,,
513.0,1610389,とみや眼科,〒981－3329,富谷市大清水１丁目３３－１イオンモール富谷２階 / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 1 / (医　　　　 1),022-779-7958,医療法人ひとみ会　理事長　菊地　泰弘,竹田　瑛 / 新規 / 令7. 3. 1,令7. 3. 1,眼 / 現存,診療所,,,,,,,,,,,,,,
514.0,2110066 / (2130011),七ケ宿町国民健康保険診療所,〒989－0512,刈田郡七ケ宿町関　１８３ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 1 / (歯　　　　 1),0224-37-2002,七ケ宿町長　小関　幸一,髙畠　恭介 / 移転 / 令5. 11. 1,平5. 11. 1 / 内　小　外　歯,一般　　        / 現存,診療所,,,,,,,,,,,,,,
515.0,2110108,蔵王町国民健康保険蔵王病院,〒989－0821,刈田郡蔵王町円田字和田　１３０ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　50 / (医　　　　50),0224-33-2260,蔵王町長　村上　英人,伊妻　壮晃 / 移転 / 令4. 9. 3,昭49. 9. 3 / 内,療養　　     26 / 現存,病院,,,,,,,,,,,,,,
516.0,2110140,七ケ宿町国民健康保険湯原診療所,〒989－0652,刈田郡七ケ宿町東口道下　４ー６ / 常　勤:　　　 1 / (医　　　　 1),0224-37-3055,七ケ宿町長　小関　幸一,髙畠　恭介 / 新規 / 令4. 4. 1,平元. 4. 1,内　小　外 / 現存,診療所,,,,,,,,,,,,,,
517.0,2110157,恒心会佐藤医院,〒989－0701,刈田郡蔵王町宮字町　３６ / 常　勤:　　　 3 / (医　　　　 3),0224-32-2002,医療法人社団恒心会佐藤医院　理事長　佐藤恒明,佐藤　恒明 / 組織変更 / 令5. 2. 1,平2. 2. 1,内　小　皮　呼　消　循 / 現存,診療所,,,,,,,,,,,,,,
518.0,2110173,医療法人社団　内方医院,〒989－0701,刈田郡蔵王町宮字町　３２ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 1 / (医　　　　 1),0224-32-2101,医療法人社団内方医院　理事長　佐藤秀一,佐藤　秀一 / 組織変更 / 令4. 1. 1,平10. 1. 1 / 内　小　消　循,一般　　        / 現存,診療所,,,,,,,,,,,,,,
519.0,2210254 / (2230175),国民健康保険川崎病院,〒989－1501,柴田郡川崎町前川字北原　２３ー１ / 常　勤:　　　 5 / (医　　　　 4) / (歯　　　　 1) / 非常勤:　　　14 / (医　　　　14),0224-84-2119,川崎町長　小山　修作,岡田　信司 / 移転 / 令4. 4. 1,平7. 4. 1 / 療養　　     28 / 内　外　歯　皮　整外,一般　　     30 / 現存,病院,,,,,,,,,,,,,,
520.0,2210320,医療法人本多友愛会仙南中央病院,〒989－1623,柴田郡柴田町北船岡　１－２－１ / 常　勤:　　　 5 / (医　　　　 4) / (薬　　　　 1) / 非常勤:　　　14 / (医　　　　14),0224-54-1210,医療法人本多友愛会　理事長　早坂　弘人,永田　真一 / 新規 / 令5. 9. 1,昭38. 4. 1 / 精　内　心療内科,精神　　    185 / 現存,病院,,,,,,,,,,,,,,
521.0,2210650,村川医院,〒989－1601,柴田郡柴田町船岡中央　２－９－１６ / 常　勤:　　　 1 / (医　　　　 1),0224-54-2316,医療法人村川医院　理事長　村川淳一,村川　淳一 / 組織変更 / 令5. 9. 1,平2. 8. 1,内　消 / 現存,診療所,,,,,,,,,,,,,,
522.0,2210668,乾医院,〒989－1752,柴田郡柴田町槻木下町　３ー１ー２０ / 常　勤:　　　 1 / (医　　　　 1),0224-56-1451,医療法人社団秀成会　理事長　乾秀,乾　秀 / 組織変更 / 令6. 4. 1,平3. 4. 1,外　内　整外　こう　ひ / 現存,診療所,,,,,,,,,,,,,,
523.0,2210684,八木沼眼科クリニック,〒989－1604,柴田郡柴田町船岡東　２ー８ー３９ / 常　勤:　　　 1 / (医　　　　 1),0224-54-1472,医療法人社団康和会　理事長　八木沼康之,八木沼　康之 / 組織変更 / 令6. 8. 1,平3. 8. 1,眼 / 現存,診療所,,,,,,,,,,,,,,
524.0,2210700,かわち医院,〒989－1223,柴田郡大河原町東新町１０－７ / 常　勤:　　　 1 / (医　　　　 1),0224-52-3115,河内　三郎,河内　三郎 / 新規 / 令6. 11. 1,平3. 11. 1,外　内　皮　こう　麻 / 現存,診療所,,,,,,,,,,,,,,
525.0,2210718,宮上クリニック,〒989－1622,柴田郡柴田町西船迫　２ー７ー１ / 常　勤:　　　 1 / (医　　　　 1),0224-55-4103,宮上　順志,宮上　順志 / 新規 / 令4. 1. 1,平4. 1. 1 / 一般     11 / 産婦　内　小　麻,一般　　 / 現存,診療所,,,,,,,,,,,,,,
526.0,2210726,大沼胃腸科内科外科医院,〒989－1753,柴田郡柴田町槻木上町　３－１－１０ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 3 / (医　　　　 3),0224-56-1441,医療法人社団槻萌会　理事長　大沼　勝,大沼　勝 / 組織変更 / 令4. 7. 1,平4. 7. 1 / 胃　内　外,一般　　        / 現存,診療所,,,,,,,,,,,,,,
527.0,2210742,医療法人社団北杜会船岡今野病院,〒989－1601,柴田郡柴田町船岡中央　２ー５ー１６ / 常　勤:　　　 3 / (医　　　　 3) / 非常勤:　　　 4 / (医　　　　 4),0224-54-1034,医療法人社団北杜会　理事長　佐藤和宏,白井　修一 / 組織変更 / 令6. 1. 1,平6. 1. 1 / ひ　内　整外,一般　　     29 / 現存,病院,,,,,,,,,,,,,,
528.0,2210767,善積医院,〒989－1305,柴田郡村田町村田字西　４６ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 1 / (医　　　　 1),0224-83-2172,一般財団法人善積回春会　理事長　善積　祐介,善積　祐介 / 組織変更 / 令4. 12. 1,平7. 12. 1,整外　内 / 現存,診療所,,,,,,,,,,,,,,
529.0,2210858,山家内科小児科医院,〒989－1501,柴田郡川崎町前川字中町　７６－２ / 常　勤:　　　 2 / (医　　　　 2),0224-84-2023,医療法人社団山家内科小児科医院　理事長　山家誠,山家　誠 / 組織変更 / 令5. 1. 1,平8. 1. 1,内　小 / 現存,診療所,,,,,,,,,,,,,,
530.0,2210866,みやぎ県南医療生活協同組合しばた協同クリニック,〒989－1607,柴田郡柴田町船岡新栄　４－４－１ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 7 / (医　　　　 7),0224-57-2310,みやぎ県南医療生活協同組合　代表理事　水戸　義裕,小幡　篤 / 新規 / 令5. 9. 1,平8. 9. 1,内　循　消 / 現存,診療所,,,,,,,,,,,,,,
531.0,2210916,永沼整形外科,〒989－1604,柴田郡柴田町船岡東　２ー９ー３４ / 常　勤:　　　 1 / (医　　　　 1),0224-54-2244,医療法人社団英仁会　理事長　永沼英樹,永沼　英樹 / 組織変更 / 令6. 4. 1,平9. 4. 1,整外 / 現存,診療所,,,,,,,,,,,,,,
532.0,2210924,町南診療所,〒989－1305,柴田郡村田町村田字町南　３３ー１ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 2 / (医　　　　 2),0224-83-5503,最首　文恵,最首　文恵 / 新規 / 令6. 6. 1,平9. 6. 1,内　麻 / 現存,診療所,,,,,,,,,,,,,,
533.0,2210932,いのまた眼科,〒989－1244,柴田郡大河原町西町　８０ー３ / 常　勤:　　　 1 / (医　　　　 1),0224-53-1113,医療法人社団博優会　理事長　猪股健一,猪股　健一 / 組織変更 / 令6. 7. 1,平9. 7. 1,眼 / 現存,診療所,,,,,,,,,,,,,,
534.0,2210957,医療法人社団毛利クリニック,〒989－1603,柴田郡柴田町船岡西　１－９－２８ / 常　勤:　　　 1 / (医　　　　 1),0224-55-3509,医療法人社団毛利クリニック　理事長　毛利　裕之,毛利　裕之 / 組織変更 / 令5. 1. 1,平11. 1. 1 / 産婦　麻,一般　　     11 / 現存,診療所,,,,,,,,,,,,,,
535.0,2210965,大河原耳鼻咽喉科クリニック,〒989－1245,柴田郡大河原町新南　２５－１３ / 常　勤:　　　 1 / (医　　　　 1),0224-52-8733,大久　俊和,大久　俊和 / 新規 / 令5. 9. 1,平11. 7. 1,耳い / 現存,診療所,,,,,,,,,,,,,,
536.0,2210999,甘糟医院,〒989－1201,柴田郡大河原町大谷字末広　８１ / 常　勤:　　　 1 / (医　　　　 1),0224-53-1460,甘糟　仁,甘糟　仁 / 交代 / 令元. 12. 4,平13. 12. 4,内　小　消 / 現存,診療所,,,,,,,,,,,,,,
537.0,2211013 / (2230571),みやぎ県南中核病院,〒989－1253,柴田郡大河原町西　３８－１ / 常　勤:　　　86 / (医　　　　83) / (歯　　　　 2) / (薬　　　　 1) / 非常勤:　　　 1 / (医　　　　 1),0224-51-5500,みやぎ県南中核病院企業団　企業長　下瀬川　徹,伊勢福　修司 / 新規 / 令2. 8. 1,平14. 8. 1 / 内科　腫瘍内科　緩和ケア内科　　　呼内　脳内　小　外科　乳腺外科　血管外科　呼外　整外　形外　脳外　産婦　皮　眼　ひ　耳い　病理　救急科　麻　リハ　歯外　循環器内科　消化器内科　消化器外科　糖尿病・内分泌内科　血液内科　腎臓・膠原病内科　放射線診断科　放射線治療科　精,一般　　    310 / 現存,病院,,,,,,,,,,,,,,
538.0,2211039,さくら内科消化器科,〒989－1213,柴田郡大河原町住吉町　１１－１ / 常　勤:　　　 1 / (医　　　　 1),0224-53-5151,高橋　功,高橋　功 / 新規 / 令2. 10. 1,平14. 10. 1,内　消 / 現存,診療所,,,,,,,,,,,,,,
539.0,2211096,さくら小児科医院,〒989－1213,柴田郡大河原町住吉町１１－１ / 常　勤:　　　 1 / (医　　　　 1),0224-51-5355,医療法人さくら小児科医院　理事長　伊藤辰夫,伊藤　辰夫 / 組織変更 / 令6. 1. 1,平18. 1. 1,小 / 現存,診療所,,,,,,,,,,,,,,
540.0,2211120,さくらの杜診療所,〒989－1225,柴田郡大河原町字広表３３－４ / 常　勤:　　　 2 / (医　　　　 2),0224-51-4625,医療法人社団清山会　理事長　山崎英樹,諸根　彬 / 新規 / 令6. 8. 1,平18. 8. 1,ひ　整外　リハ / 現存,診療所,,,,,,,,,,,,,,
541.0,2211138,平井内科,〒989－1214,柴田郡大河原町甲子町３－５ / 常　勤:　　　 2 / (医　　　　 2),0224-52-2777,平井　完史,平井　完史 / 交代 / 令7. 5. 18,平19. 5. 18,内 / 現存,診療所,,,,,,,,,,,,,,
542.0,2211161,庄司クリニック,〒989－1201,柴田郡大河原町大谷字戸ノ内前３５－１ / 常　勤:　　　 1 / (医　　　　 1),0224-51-3741,医療法人　庄司クリニック　理事長　庄司　則文,庄司　則文 / 組織変更 / 令3. 1. 1,平21. 1. 1,内　ひ / 現存,診療所,,,,,,,,,,,,,,
543.0,2211179,太田内科,〒989－1601,柴田郡柴田町船岡中央３丁目３番３４号 / 常　勤:　　　 2 / (医　　　　 2),0224-55-1702,医療法人　玉川　理事長　太田　繁興,太田　宗夫 / 組織変更 / 令3. 1. 1,平21. 1. 1,内　呼　消　循 / 現存,診療所,,,,,,,,,,,,,,
544.0,2211187,川崎こころ病院,〒989－1503,柴田郡川崎町川内字北川原山７２番地 / 常　勤:　　　 4 / (医　　　　 4) / 非常勤:　　　 8 / (医　　　　 8),0224-85-2333,医療法人仁泉会　理事長　田中　由紀子,石井　洋 / 新規 / 令3. 6. 1,平21. 6. 1 / 精神　　    204 / 精　老年精神科　心内　リハ,一般　　     54 / 現存,病院,,,,,,,,,,,,,,
545.0,2211203,南桜ホームケアクリニック,〒989－1272,柴田郡大河原町南桜町７番８ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 2 / (医　　　　 2),0224-51-0721,齋藤　雄一,齋藤　雄一 / 新規 / 令4. 4. 1,平22. 4. 1,内　緩和ケア内科　疼痛緩和内科 / 現存,診療所,,,,,,,,,,,,,,
546.0,2211229,田中内科小児科医院,〒989－1501,柴田郡川崎町前川字山長７４ / 常　勤:　　　 1 / (医　　　　 1),0224-84-2225,田中　眞人,田中　眞人 / 交代 / 令5. 10. 26,平23. 10. 26,内　小 / 現存,診療所,,,,,,,,,,,,,,
547.0,2211245,村田透析クリニック,〒989－1321,柴田郡村田町大字沼辺新小谷地２７－２ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　13 / (医　　　　13),0224-86-5755,医療法人社団泉松会　理事長　木村　朋由,米田　実 / 新規 / 令6. 10. 1,平24. 10. 1,内　人工透析内科 / 現存,診療所,,,,,,,,,,,,,,
548.0,2211278,仙南夜間初期急患センター,〒989－1253,柴田郡大河原町西３８－１ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　21 / (医　　　　21),0224-51-9986,大河原町長　齋　清志,平井　完史 / 新規 / 令3. 3. 1,平27. 3. 1,内 / 現存,診療所,,,,,,,,,,,,,,
549.0,2211286,おおぬま小児科,〒989－1753,柴田郡柴田町槻木上町１－１－５１ / 常　勤:　　　 1 / (医　　　　 1),0224-87-7561,医療法人　おおぬま小児科　理事長　大沼　健兒,大沼　健兒 / 組織変更 / 令3. 7. 1,平27. 7. 1,小 / 現存,診療所,,,,,,,,,,,,,,
550.0,2211302,おおがわら皮膚科クリニック,〒989－1213,柴田郡大河原町字住吉町９－７ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 1 / (医　　　　 1),0224-51-8458,医療法人千桜会　理事長　沼田　透効,沼田　透効 / 組織変更 / 令5. 1. 1,平29. 1. 1,皮 / 現存,診療所,,,,,,,,,,,,,,
551.0,2211310,水戸眼科医院,〒989－1246,柴田郡大河原町字新東２９－５ / 常　勤:　　　 1 / (医　　　　 1),0224-52-5511,医療法人三桜会　理事長　水戸　武三,水戸　武三 / 組織変更 / 令5. 1. 1,平29. 1. 1,眼 / 現存,診療所,,,,,,,,,,,,,,
552.0,2211344,やすだ耳鼻咽喉科・アレルギー科クリニック,〒989－1758,柴田郡柴田町槻木駅西一丁目４番地７ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 2 / (医　　　　 2),0224-86-3329,医療法人京愛会　理事長　安田　京,安田　京 / 組織変更 / 令7. 1. 1,平31. 1. 1 / 一般      4 / 耳い　アレ,一般　　 / 現存,診療所,,,,,,,,,,,,,,
553.0,2211351,高沢内科,〒989－1622,柴田郡柴田町西船迫３丁目５番地１ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 1 / (医　　　　 1),0224-57-1231,医療法人光希会　理事長　高澤　欣煕,高澤　磨 / 組織変更 / 令7. 7. 1,令元. 7. 1,内　消化器内科　胃腸内科 / 現存,診療所,,,,,,,,,,,,,,
554.0,2211377,玉渕医院,〒989－1753,柴田郡柴田町槻木上町１－１－５４ / 常　勤:　　　 2 / (医　　　　 2),0224-56-1012,玉渕　泰史,玉渕　泰史 / 移転 / 令2. 2. 1,令2. 2. 1,内　胃腸内科 / 現存,診療所,,,,,,,,,,,,,,
555.0,2211385,槻木皮膚科クリニック,〒989－1753,柴田郡柴田町槻木上町１－１－５４ / 常　勤:　　　 1 / (医　　　　 1),0224-56-4111,玉渕　尚宏,玉渕　尚宏 / 移転 / 令2. 2. 1,令2. 2. 1,皮 / 現存,診療所,,,,,,,,,,,,,,
556.0,2211393,村田内科クリニック,〒989－1302,柴田郡村田町大字小泉字西浦８４－１ / 常　勤:　　　 1 / (医　　　　 1),0224-83-6061,荘司　裕,荘司　裕 / 組織変更 / 令2. 12. 1,令2. 12. 1,内　循　呼 / 現存,診療所,,,,,,,,,,,,,,
557.0,2211401,じん整形外科クリニック,〒989－1267,柴田郡大河原町字小島２６番６号 / 常　勤:　　　 2 / (医　　　　 2),0224-86-5363,医療法人じん整形外科クリニック　理事長　日下　仁,日下　仁 / 組織変更 / 令3. 1. 1,令3. 1. 1,整外　リハ　リウ　ペインクリニック内科 / 現存,診療所,,,,,,,,,,,,,,
